report_date, total_purchase_amt, zfb00, zfb01, zfb02, zfb03, zfb04, zfb05, zfb06, zfb07, zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb30, zfb31, zfb32, zfb33, zfb34, zfb35, zfb36, zfb37, bank00, bank01, bank02, bank03, bank04, bank05, bank06, bank07, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, share
20130721,84458966,0,0,0,0,0,0,0,0,0,252461,366827,548751,2138612,2215095,4135213,295584,0,3719143,5877979,1883236,20799239,12738070,4350940,41338,0,121146,659811,1437,65732,10093,19842,112954,0,0,0,0,0,0,0,0,0,0,0,0,100549,0,0,408937,0,100699,1783127,4298,0,1658973,0,0,0,1328893,8781965,797890,4918931,3109224,337460,517200,257317
20130722,151662161,0,0,0,0,0,0,0,0,0,619961,506623,4494611,6639250,1170336,3041408,574449,0,6888839,28230343,26929366,12171502,5221472,3987852,708838,0,1283048,1028543,1722,2715578,9532,10452158,2563104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022764,3387009,1523895,297453,0,256466,1090807,0,2461923,7302832,4479380,5137155,1635492,2717431,864558,246461
20130723,95793291,0,0,0,0,0,0,0,0,0,273767,3234444,12379380,1067971,1045162,410547,0,0,3811394,10393430,2865702,10630984,6657139,723111,4363483,0,4038,209609,3024425,5366738,1033281,299786,2015,0,0,0,0,0,0,0,0,0,95911,20027,0,0,0,0,0,0,3580694,4539903,3308024,50512,1019391,0,0,0,2342533,3405332,3672020,1817551,2534901,1203736,152530,253820
20130724,80191311,0,0,0,0,0,0,0,0,0,661110,1549695,2038993,717151,938768,4099279,504353,0,1830592,5282382,4578231,14064705,3781251,1404956,2452059,0,1455609,450159,94604,581804,2249694,949870,4119075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442529,4241625,291989,499110,1801004,0,0,258727,5872308,2392905,4306764,2735318,2101345,1158058,285289
20130725,176640572,0,0,0,0,0,0,0,0,0,204306,907622,3495445,2156385,1837878,2984462,134399,0,4156074,11660611,15343234,54766085,16050794,1879889,2753489,0,5389040,61230,10591,1573814,253597,0,16878402,0,0,0,0,0,0,0,0,0,0,2003571,0,0,0,0,979397,0,9275114,200933,1817499,2272,1199498,807261,2033635,0,431379,3839213,567119,3341790,3091073,2256615,2009293,287563
20130726,210523199,0,0,0,0,0,0,0,0,0,1342934,6545144,1940372,1022433,1795287,1446328,922590,0,5082762,109728493,828082,4580981,26184840,1452239,364964,0,1245740,110840,20374499,977998,545453,267850,1945073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959403,722442,49620,0,9949,785580,0,0,4826219,5355538,1018937,2940165,953641,1316794,1583914,296095
20130727,96408624,0,0,0,0,0,0,0,0,0,401288,1146026,1258291,1118500,504540,321310,0,0,10268414,3388920,2351431,3882264,15080571,1739092,11891705,0,4514286,397205,0,4323033,10129062,681996,695413,0,0,0,0,0,0,0,0,0,0,1017051,0,2036804,0,0,0,0,0,3524641,1001996,298967,8986,972400,0,0,878174,3322823,1660936,338245,2932142,3294382,718240,309490
20130728,99183021,0,0,0,0,0,0,0,0,0,200778,5580922,232581,606206,1058388,184722,2529019,0,2057944,9542805,1477322,16143959,2358522,1966045,2259875,0,142250,33947172,5353350,2500717,46827,0,19570,0,0,0,0,0,0,0,0,0,0,883012,0,0,0,0,0,0,0,1436158,511681,0,10043,1820731,304,0,94734,1179128,2359425,634866,481258,733606,522799,306302
20130729,133907118,0,0,0,0,0,0,0,0,0,1197850,5260460,2432787,1493516,948291,1145442,3539853,0,7421751,17506224,8748965,14275848,15057191,4074208,2367065,0,0,4878926,1953461,3385303,440343,2939047,5256658,0,0,0,0,0,0,0,0,0,0,2949932,0,0,1974098,0,0,0,0,2000053,694357,544505,720869,0,100703,0,686285,5413716,3267375,2313640,2736972,3610616,2271128,299680
20130730,163329633,0,0,0,0,0,0,0,0,0,1791136,1760350,2058067,1018641,2504767,1251508,422454,0,3204837,42663469,8950466,8703172,29697167,9590552,1819906,0,440729,10116035,3699,281502,1143482,34680,2113468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125428,7854888,0,4835567,1091493,1202039,0,0,1205866,3915136,907016,3938375,2705145,3132822,518141,327630
20130731,222377324,0,0,0,0,0,0,0,0,0,313648,1583492,997222,1009399,2427992,2102627,1296210,0,2193609,13494633,3379177,120590498,14211809,2395956,8719864,0,3189099,535524,418857,418813,628452,361985,496562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048295,2707616,200844,4018089,2868123,0,297057,0,2465377,3555958,2427232,4823405,6227361,4305754,3306718,360067
20130801,148645960,0,0,0,0,0,0,0,0,0,256420,7820962,224143,3094073,7705173,660336,52539,0,4668833,13303307,7416498,14804797,6501950,3623325,12955889,0,1504913,636601,2007949,226409,985376,277559,470085,0,0,0,0,0,0,0,0,0,0,2631235,0,5029078,0,0,0,0,7015426,3846734,7135222,97572,2580767,2250190,1310219,0,3263450,5682869,3588976,3751735,1813196,8480963,600392,370799
20130802,105199579,0,0,0,0,0,0,0,0,0,258806,2977980,15405086,2237449,93850,1536309,41433,0,6958426,9324668,6158182,8342065,5951238,1845157,2452884,0,561646,843443,74474,384826,497680,996416,0,0,0,0,0,0,0,0,0,0,0,3063811,0,0,0,0,0,0,3981948,2403320,3516723,0,562767,404791,397469,0,3113823,4092268,2706778,6324563,4096078,2666624,528130,398468
20130803,83152699,0,0,0,0,0,0,0,0,0,866155,387792,1495257,851850,7972982,1189301,321469,0,2774132,17863828,4306469,3953933,6323272,4427711,3289723,0,102061,84177,2374269,285021,48799,0,140792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196070,3888065,1120802,510164,2271536,0,200938,0,1519283,1405921,1258146,1615167,1135967,4066805,1495027,409815
20130804,131358201,0,0,0,0,0,0,0,0,0,224136,653696,613901,730642,3236583,2313217,408465,0,7477100,4709981,14725768,5981882,33757436,1855773,4172943,0,0,101652,99904,4689,9799,1045860,173379,0,0,0,0,0,0,0,0,0,2957116,0,0,5025510,1687870,0,199009,0,489557,4910954,0,5061080,3098159,3451632,193543,0,4286763,2050805,1719308,5844149,4300198,2197907,1179815,408020
20130805,146885666,0,0,0,0,0,0,0,0,0,43205,2829295,255383,5627138,911853,616035,362221,0,5017982,10292881,12590239,16395462,20500168,2891509,2285962,0,3040758,3106652,10064,0,2966150,301533,3163089,0,0,0,0,0,0,0,0,0,0,0,0,7049434,0,0,2963172,0,6117687,5345879,487952,1062462,1219186,1120535,1203947,0,2230449,7664579,2895580,5962808,3463018,2777640,1718550,395209
20130806,126497037,0,0,0,0,0,0,0,0,0,1337390,372456,1081566,717986,629117,5861754,441425,0,13479241,5442921,7923729,7451644,4928423,13002727,1032649,0,284963,3064497,57129,188921,212650,470222,11719278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288430,4816256,1982865,698090,6319872,737203,0,0,4932948,6333846,2288099,4230970,4647603,3520925,1592996,406246
20130807,149733461,0,0,0,0,0,0,0,0,0,1661823,951589,871874,2559107,86784,3268321,403536,0,7309126,31953126,2825722,13753727,3284104,14967496,2921883,0,248247,2560870,89227,255758,1274409,108165,497,0,0,0,0,0,0,0,0,0,2954885,0,300288,0,2926505,84687,0,0,977937,15556653,608543,1119286,10423921,0,126558,0,3294267,7818175,1056426,5138634,2477541,2566055,505255,442454
20130808,172764317,0,0,0,0,0,0,0,0,0,675904,6323136,812899,2483543,506640,2971531,2149592,0,1947572,9711910,6476645,7277235,26869427,3092787,4035348,0,35293602,69342,525093,2054709,413509,2756012,0,0,0,0,0,0,0,0,0,0,2963332,0,1684855,1954636,0,0,0,0,1766228,19911279,420964,896851,1020649,5128978,100271,0,1497882,2043980,1765873,6595268,3991530,2306701,1819249,449355
20130809,157660551,0,0,0,0,0,0,0,0,0,564433,897967,766316,4505421,130533,389437,0,0,15488515,14029103,2968871,8242578,59394938,1078620,1385433,0,5422482,329135,733768,5305498,1807224,3517397,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,202279,3765416,808371,1649630,835395,1217165,1489128,0,1628670,2516280,3597581,5218358,4279593,1981176,1048869,460200
20130810,124828675,0,0,0,0,0,0,0,0,0,113221,1087518,331085,234645,115880,1512509,270255,0,6243220,48036679,14230124,5127037,3302229,3006407,5173802,0,5383,373862,179355,169582,2544862,49602,0,0,0,0,0,0,0,0,0,0,3027289,0,981949,20,24610,0,0,0,4069548,2032547,2106120,0,946817,402400,200926,0,3212648,3589032,2130518,3416249,3456927,597150,2054954,471714
20130811,155783381,0,0,0,0,0,0,0,0,0,214036,4519789,1029223,1708411,1796422,1259738,9927146,0,12161056,21709687,1939510,4383616,50973044,2080503,1173913,0,1056326,1305199,45924,171964,721247,9884,60814,0,0,0,0,0,0,0,0,0,3064921,0,3000739,0,2110009,0,1961876,0,2390509,0,0,320060,6237631,0,0,0,842332,2646835,365887,4109020,5204784,2277915,2536958,466453
20130812,180225889,0,0,0,0,0,0,0,0,0,13066813,8026441,304494,268724,3862758,9357954,5200598,0,15410303,24197031,5742534,12173725,8194613,1643944,3012695,0,514358,2251572,448875,9586471,8202049,282127,12843,0,0,0,0,0,0,0,0,0,3020843,0,0,103,29,0,0,0,8976920,4861369,1997849,3294398,1023,3301060,1022211,0,1880649,5230211,1606468,3922243,4781554,2365173,1750162,452702
20130813,152870566,0,0,0,0,0,0,0,0,0,132263,1930114,194055,985270,107850,4953818,202300,0,12775501,22551660,13034210,7372802,39567892,1888935,11155941,0,205440,521624,191700,778385,335276,9856,807677,0,0,0,0,0,0,0,0,0,1000983,0,0,0,0,0,0,0,1569254,8227367,2000584,2594428,0,710977,199781,0,2200415,4456742,3073494,2390989,2763075,881819,625399,472690
20130814,184862583,0,0,0,0,0,0,0,0,0,9367507,1332189,1920279,1344734,1042045,686938,9590462,0,14064466,42229622,4204185,12442395,9067482,7106082,2054964,0,4114818,10652200,152975,6563235,1158609,0,203840,0,0,0,0,0,0,0,0,0,0,0,5064978,0,0,5053764,902457,0,3245027,2812362,2921620,2512858,4183918,503689,1175369,0,2376901,3374436,1453525,2565025,4281943,1344301,1277136,514247
20130815,153538075,0,0,0,0,0,0,0,0,0,560947,4016440,1040847,2428852,100261,3360575,25491,0,13083668,21774259,5388118,21251866,7307120,6752837,8124403,0,774961,424499,319943,4327019,498655,2413449,1033233,0,0,0,0,0,0,0,0,0,0,0,4998,2033435,0,0,0,0,2519387,10610149,5976016,1217965,2248189,3401836,1497517,0,2565036,3602247,1001792,1421115,5318924,3893737,691879,526410
20130816,230481966,0,0,0,0,0,0,0,0,0,683185,1422668,128454,6151508,1056734,1850886,20449,0,2558426,9234492,107564882,8525075,25350626,4131135,1441958,0,284222,415109,816276,598608,767646,319258,10974,0,0,0,0,0,0,0,0,0,97983,2928315,20299,987842,0,0,0,0,1008187,3997831,3485180,5163040,974202,4487918,5238171,0,1234235,10994170,4516620,3150179,5464111,1453183,1407453,540476
20130817,79488010,0,0,0,0,0,0,0,0,0,0,427774,2840239,1439504,2229754,530106,49599,0,4327742,15334299,10396758,7789128,1016274,1350269,4653793,0,280691,79560,0,3281521,17482,1017,10234,0,0,0,0,0,0,0,0,0,0,0,30709,0,0,0,0,0,2191495,0,2976613,203369,0,1968173,6404,0,2367748,5226710,1656532,2896533,2430300,510358,417460,549862
20130818,85198585,0,0,0,0,0,0,0,0,0,127673,654163,2234637,1164732,23124343,1613902,0,0,3654084,7971313,961351,8778453,2937459,2412761,659376,0,9779,679508,99,381694,1149379,0,9340,0,0,0,0,0,0,0,0,0,0,0,999059,0,0,0,1172,0,2467075,0,1959280,1524703,295205,1746060,0,0,1789486,7465686,2226263,1849862,1642976,1075126,1084874,547712
20130819,207870334,0,0,0,0,0,0,0,0,0,213978,1140546,17335709,1306848,5842040,100012,1151774,0,11707429,9103114,3396406,14738952,55383341,7038703,1669399,0,3400488,182519,858343,154683,71392,5021757,2067666,0,0,0,0,0,0,0,0,0,402289,4998220,5008837,0,0,0,0,0,2022884,3004784,2646926,3589776,4958154,2505507,2064834,0,2622569,5643495,6817089,2586802,12190596,3553638,832271,536564
20130820,160300503,0,0,0,0,0,0,0,0,0,391688,1658705,23297,1407989,3937091,1681027,601255,0,13637507,12789941,19543411,6564404,15279020,2708655,3854467,0,207509,2061943,9948458,1234133,135469,0,15114,0,0,0,0,0,0,0,0,0,383340,5105671,2930676,0,0,0,0,0,5544902,5576526,4680954,0,992060,1993669,3844177,0,4638466,6730033,2550753,4379718,7176916,4858516,664263,568780
20130821,206183384,0,0,0,0,0,0,0,0,0,346753,1651146,2263242,1673974,2193295,2282342,498928,0,4592687,11365433,8536212,6394049,27424099,4022723,2875869,0,11112,3190817,83674958,119636,2716058,0,1021715,0,0,0,0,0,0,0,0,0,0,0,994535,0,0,0,0,0,4025998,7417702,0,199724,312971,1839997,2011688,0,1943354,5132709,2363006,5981964,4096241,1687202,717222,604023
20130822,129275560,0,0,0,0,0,0,0,0,0,4133178,8136102,1085024,5229988,818825,4069047,626099,0,10099224,9026738,12445051,1739086,13278778,4361325,1360681,0,220302,529127,3190000,1048902,59361,10376010,0,0,0,0,0,0,0,0,0,0,101726,0,1009995,0,0,100538,0,0,1925898,2079552,2019808,5263503,199206,487298,1238194,0,2432555,7138209,2312809,2969853,3195841,1775930,2585148,606649
20130823,115155028,0,0,0,0,0,0,0,0,0,2397073,5885483,136828,1208368,946369,1882705,1214161,0,4561685,7183987,542356,2931569,5628220,36199442,3261220,0,270383,15390971,409404,212577,13800,65492,23713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,0,0,203546,3633351,2012,0,534182,0,2716001,5717990,756738,3960889,2486207,2820443,1317004,623557
20130824,99881200,0,0,0,0,0,0,0,0,0,182658,9878413,111810,400575,3547393,2765112,621819,0,3450203,4717208,5768697,2555067,8957565,18973267,2428499,0,1119263,508900,344228,909426,494,497,199532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173632,2538561,202828,5974775,100224,2487849,19791,0,2668946,5201721,1490404,2726508,2163107,1372942,1693048,626238
20130825,73498757,0,0,0,0,0,0,0,0,0,504111,1235862,1152585,678390,574967,1994823,850727,0,14278173,7781356,7084192,6005799,2574329,1295076,2183885,0,301258,19859,50884,105380,631798,0,608603,0,0,0,0,0,0,0,0,0,0,0,0,0,3572629,0,0,0,2105551,391580,0,0,0,0,69358,0,1467894,1087064,1480739,2836902,6591264,1585965,1777525,620229
20130826,229707496,0,0,0,0,0,0,0,0,0,755105,792775,2011924,2840626,2758899,2766074,190476,0,1507353,20884227,1866090,16702223,87997581,2444581,21509823,0,357067,224104,12334,1395022,1198703,332923,2007447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2502609,5148850,102313,8493667,2232418,5765957,212361,0,3104288,7634949,5731349,8296297,3228056,5450354,649512,599159
20130827,187913977,0,0,0,0,0,0,0,0,0,500708,1924741,2784820,1804716,153864,2342481,44065,0,12467739,46970073,6460812,14858403,12959437,8952846,2517689,0,199360,16374180,1027285,409056,54294,1032752,0,0,0,0,0,0,0,0,0,0,902086,0,0,0,1006928,0,0,0,9867967,7180007,773657,2557059,3155821,3996165,0,0,3038315,4447910,4278899,2537707,4383646,4417149,918147,613193
20130828,222178095,0,0,0,0,0,0,0,0,0,772859,1546389,3317156,2393568,613363,1992685,180149,0,25571665,7524921,7938602,12724023,7710307,9934224,3108913,0,51098361,592097,5755230,114625,7665006,17408,805738,0,0,0,0,0,0,0,0,0,0,4375033,0,0,0,0,0,0,6548611,6010697,962496,502566,6301041,5375002,2719845,0,6513527,9351111,2182718,9765778,4205225,3137721,2202852,646583
20130829,188736095,0,0,0,0,0,0,0,0,0,1171598,713815,645013,1631901,3154858,5760987,0,0,18335233,47991786,7370251,8738764,18200710,25515865,8788287,0,12602,788842,216096,50697,81940,2246,34156,0,0,0,0,0,0,0,0,0,97176,0,0,2169302,0,373,0,0,1117611,2322874,0,1024983,5065343,2194664,267814,0,1973075,4051447,1245741,3522614,6579305,5170504,2012760,714862
20130830,256627425,0,0,0,0,0,0,0,0,0,7724728,867817,1921701,301005,7661866,3266866,787361,0,55054931,30219859,7661458,9833870,47789621,17929349,2849293,0,39510,361170,438969,1065614,200007,535666,99906,0,0,0,0,0,0,0,0,0,0,0,0,8129,0,0,0,0,6417631,6755888,0,251,12239064,2348070,199777,0,6394778,6146704,5587154,5696380,4451266,2176197,817228,778341
20130831,101185239,0,0,0,0,0,0,0,0,0,138124,967650,1062961,1186086,14891303,259390,351311,0,3488469,18965674,2061345,5440852,2279510,2809614,3187540,0,613966,621335,174064,10957,1678263,15890,430601,0,0,0,0,0,0,0,0,0,0,0,0,2030602,0,0,0,0,10112,2106112,56012,5065219,1951684,606210,0,0,3581826,4030242,3061190,6187263,4013342,5430817,1734699,685004
20130901,120383710,0,0,0,0,0,0,0,0,0,782602,5335633,665374,3811951,2409937,1888004,102420,0,1277753,6029865,6165100,6764147,6728591,6313800,5158409,0,1066833,5986278,311994,100,2089551,723788,244220,0,0,0,0,0,0,0,0,0,197045,0,197720,4927606,0,0,0,0,6319973,8654816,1485737,5263236,200554,1999699,0,0,3826274,7292919,616993,3278881,4968970,5813640,802745,680552
20130902,311842019,0,0,0,0,0,0,0,0,0,22007511,14071251,1398900,1794108,346973,1033620,222,0,7634066,57626361,11316813,40881302,29264507,6132358,7375311,0,1287973,6226614,148618,9118655,314016,2048478,1016005,0,0,0,0,0,0,0,0,0,4003442,3982150,5111684,2777976,0,0,0,0,9074017,8956475,0,7253132,1976021,3267491,303880,0,7462954,10403367,3484071,6199209,6517042,7386487,1838802,800157
20130903,177372697,0,0,0,0,0,0,0,0,0,549784,2149198,197598,2606996,1334283,604001,255096,0,10008816,25992470,15558970,6421315,17819471,6615870,5972209,0,2805408,1066285,194356,246937,206401,504017,363698,0,0,0,0,0,0,0,0,0,0,5080023,980205,0,0,0,0,0,898499,13712202,50929,1007845,3170956,2238447,798502,0,4452547,14979534,3510462,9712756,4070882,4344971,6191393,699365
20130904,230062527,0,0,0,0,0,0,0,0,0,657457,480137,3655011,1423951,10515885,307235,477257,0,13336623,18489398,6813393,3554842,42424463,32672617,13897201,0,4460035,991083,2687148,1180262,1109842,200128,3005845,0,0,0,0,0,0,0,0,0,5237288,4931337,0,0,0,906524,0,0,489374,8448579,3002683,1652572,1289358,2518410,5922101,0,5649932,6161164,2336469,5384261,5213881,6393429,1438151,747201
20130905,178755944,0,0,0,0,0,0,0,0,0,207134,2204827,1595605,5932811,1269717,819611,500833,0,13008783,16024220,10192500,3896836,10469492,16983859,1642915,0,892284,3296785,337,995871,206963,2297826,2471277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3677009,5965478,3044283,4454618,993998,407532,4784223,0,4314359,12452546,10015962,11360894,13447948,4964282,3204307,758019
20130906,138251363,0,0,0,0,0,0,0,0,0,604399,133388,316068,1740031,1740201,3514101,134964,0,4098518,25053227,6001045,14768242,17160530,3849132,1727055,0,985751,3418843,152462,4131933,90025,214879,241081,0,0,0,0,0,0,0,0,0,3025021,0,302296,0,0,0,0,0,515687,5362245,1106995,3069824,6835348,2206420,2473042,0,3130747,6780932,1998128,4219335,1999079,2007806,2200004,942579
