report_date, total_purchase_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31, bank0, bank1, bank2, bank3, bank4, bank5, bank6, bank7, bank8, bank9, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank18, bank19, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank28, bank29, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, bank38, bank39, bank40, bank41, share
20130711,92533829,0,9974638,4925,0,1583738,255617,5312256,541734,69531,451404,177633,807023,3469656,997197,12330287,393670,482636,31078,1231163,6524126,2544885,196692,3141109,318850,3140736,1238416,3146273,5357363,554684,1851693,418483,297770,0,0,0,0,0,0,0,0,0,0,1213239,0,0,3038368,0,63,196986,0,0,0,0,0,0,12198,0,0,203342,0,2965328,1574695,0,0,48962,200339,2527594,3347705,2209039,1823959,2865640,1401062,1206202,681668,172174
20130712,88590123,0,9821782,9976,102,394283,397971,4960,113332,0,513304,1122230,267385,25279,255072,1246187,999750,26689756,201511,1539367,460916,430769,301530,196517,296830,4232570,2539861,2849732,1434589,1815361,13745307,382731,263222,0,0,0,0,0,0,0,0,508764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251510,0,354135,1959588,305591,197784,205578,10109,0,1074889,1460615,59125,504226,2899323,3483766,2266189,317002,179747
20130713,44843315,0,6133390,19777,22037,196249,198963,15371,99786,1493158,686986,0,217107,488074,99934,898,349450,4173332,535531,424112,528755,868846,3341,491794,7380582,1435087,534054,156058,2280627,741211,2229410,126284,517447,0,0,0,0,0,0,0,0,502415,0,975863,499314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508650,490661,196220,511183,0,892613,99713,10038,1181280,360225,1521827,2738081,1390260,330732,186589
20130714,95595992,0,9884034,278273,0,297293,794,200255,0,81234,535634,490951,1111944,16888597,217617,2867978,589564,98668,10215,271790,1709374,398729,124120,308858,104937,356800,2261750,6565778,12510096,9013879,507270,6984771,1036592,0,492761,0,0,0,0,0,0,0,0,976048,1536878,0,3003873,0,0,0,0,0,1562463,0,0,0,0,0,203715,0,393026,0,200636,50981,590814,2088222,491705,401299,2356822,530277,633810,2271863,1418338,170820,337269,176577
20130715,154906446,0,11650736,212740,195409,1095217,511390,196237,1087626,198672,5844510,6250082,1394868,3161418,2474142,693212,5813616,589993,715003,1296328,775601,1709447,584124,1675339,526105,1010383,1108252,51762318,639299,65451,14688783,1003,981571,0,201956,0,0,0,0,0,0,0,0,0,0,0,3049141,197145,0,0,10418,0,0,1984246,0,0,0,0,757289,506531,404276,1393684,0,3978223,1109965,1490361,989315,504027,3848434,1553319,2590851,3658358,3536602,3190544,872944,169942
20130716,82754720,0,10315275,208195,555774,29981,84174,3429,20818,249048,305054,204628,662389,1544218,1761,1164483,402139,3202456,0,540214,694675,656562,420212,1498298,528001,4466480,285349,5123811,4512121,11351071,2279969,3392709,31608,0,10222,0,0,0,0,0,0,0,0,0,0,0,99715,0,0,0,98167,0,0,0,0,0,0,0,595571,301049,5070949,0,10103,1189577,567261,2484389,848996,890377,3848642,1206362,644774,2222878,5572682,1658970,517475,181659
20130717,149091732,0,8255190,120455,698636,348286,247358,1222887,0,109710,2793924,978535,2175254,13296511,710073,254474,1118499,2240240,236562,1930308,17017816,143339,20731529,221890,428773,5280951,1226429,5745558,281642,2346928,15774757,9513039,396888,0,0,0,0,0,0,0,0,0,0,392693,995301,0,2036753,0,0,1568156,0,0,304733,9959,0,0,29849,0,189378,5272879,697758,0,0,1026541,1733368,511324,538637,498054,4664957,2699031,2726974,2203501,2560069,1571902,811391,202083
20130718,148988197,0,21682470,4908,1584974,509452,154057,0,910376,71220,2075859,20471,576549,6233286,89754,10237,5077388,4935,5389243,1142558,3515031,407418,464536,295911,1013041,698211,121972,41512447,1824512,3325055,20521129,1619340,1581777,0,310,0,0,0,0,0,0,0,0,198230,0,0,0,0,0,203730,0,0,1095546,0,0,0,0,0,1969242,501831,980507,0,687746,484004,1298723,2095907,111617,683764,3786675,1082221,2351452,2390972,3436145,2370170,617219,204069
20130719,103432155,0,8732310,202004,0,2216355,10059,0,713481,377931,982491,22441586,46548,6918873,655628,150859,5167107,0,9207,324964,1262306,4800547,621092,317455,2482029,3139000,19462,12587160,34303,69837,4437568,1317601,400927,0,1996426,0,0,0,0,0,0,0,0,199380,0,0,3066807,0,0,22947,0,0,0,0,0,0,0,0,0,203615,488702,0,253795,1050969,2000726,6060,105462,195562,2744793,1630866,3283032,2416762,904356,1212879,988749,221577
20130720,51379255,0,7426896,0,492131,494819,0,7104,30664,199550,611,0,40371,0,3154253,15353,1210582,105017,490811,9083167,316466,1431604,233343,1427104,172596,186640,239029,5940,596224,3226712,588225,161048,770867,0,0,0,0,0,0,0,0,0,0,0,0,0,3973657,0,0,0,0,0,0,0,0,0,0,302003,395758,1999349,0,0,0,3095538,0,60681,202507,798542,2002774,340914,1956323,865004,1183440,1414156,446642,234840
20130721,114182489,0,23974557,0,616364,587958,0,0,0,208617,10451971,18042965,182256,917264,12157,1475516,8691,10062,5492179,1163098,7625002,3346137,1379835,1313247,2341329,403581,1657221,357624,2299904,461632,8462661,362715,552284,0,0,0,0,0,0,0,0,0,0,0,509023,0,0,0,0,0,0,0,4905313,0,296894,0,33,0,0,0,493844,0,195248,998969,203323,0,1021286,221029,1674406,2348125,3735483,1382868,921351,634889,700835,232743
20130722,129240030,0,34206034,70343,839756,0,1279058,0,428653,870528,202902,523266,66716,983888,645581,2874845,205782,84436,100515,3449799,862670,1750874,563680,1979565,2862352,810733,10780387,4321715,10440908,2698241,7878898,3483160,492030,0,0,0,0,0,0,0,0,0,0,0,0,0,3052993,79771,0,0,3731,100725,1923110,0,0,0,0,0,199787,504807,317573,0,200654,2105278,2238543,1086689,3023299,259309,4933648,977563,5120875,1820217,2166404,2444549,699817,223373
20130723,100023603,0,23469666,178907,151611,1502566,203225,100,667830,250354,6889462,51038,52074,129945,148999,2054297,6248698,702017,558098,1707970,335054,42837,335976,246185,834940,2512720,365828,6752355,5153624,1230520,2951341,596228,100050,0,4053828,0,0,0,0,0,0,0,0,195597,0,0,0,505921,0,5984693,0,0,0,0,0,391445,0,508597,195175,499527,492012,0,408873,838106,459492,1214313,100235,299140,146888,6155727,3134654,3772600,1733735,1671287,600016,237227
20130724,124934446,0,17371803,0,295011,1014,234343,0,923732,455150,3756563,1219778,27113044,3372152,1045977,0,0,700851,472360,702021,485164,19401881,201063,964027,159213,302408,557903,540156,4462416,4082887,3292315,125432,108324,0,98033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465406,3060909,97682,661,3043383,340045,0,1080238,636076,1580823,1952612,1959361,651855,6908052,723575,1870793,669311,2547282,1167545,471158,262658
20130725,128615656,0,19161304,51027,505367,793987,207477,9915,1956502,327963,1540326,498286,8084392,605001,0,477979,723714,2689800,1187903,7952391,20419532,578487,11098,1393320,4208383,766139,1882182,2047794,68564,2378469,11292012,185538,1167306,0,10,0,0,0,0,0,0,0,0,196074,0,0,0,0,1007533,0,0,0,0,0,2023655,0,0,506541,880950,3014081,0,1465109,199894,3225135,200351,1232861,401450,3927805,1270846,453691,5532497,3678024,3036458,2270338,655830,264365
20130726,106171544,0,23798204,50901,806832,392654,0,0,219865,918818,2996547,0,161346,3425664,277717,414770,100,3178788,0,498709,6087481,55651,0,4086320,2027769,669776,2044213,610755,8045107,20775605,2809722,7486,258906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35937,0,2956323,201560,0,2958920,165045,10066,199953,1999986,553476,393181,313940,1267172,2944485,1598876,1775028,1338603,1579259,357875,628107,274046
20130727,73916277,0,15915187,0,230622,917262,912149,0,0,3205750,677669,0,79291,53024,3205751,63196,249425,19949,63243,749347,5205720,148460,1486922,363736,429383,232340,9870,7133101,2071864,6194497,941165,1278982,89728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047214,0,1007581,0,5084265,0,0,2950720,489452,0,200160,0,1994396,0,0,98634,151506,1171903,1272856,1355284,1703961,1578174,600246,282292
20130728,62626554,0,12590323,9929,103869,991797,118282,0,39496,298973,1278691,1010002,210803,1431544,1638218,0,139287,2049348,39048,153411,4475510,206855,36573,0,2669632,201713,2178195,132478,9644651,5753719,507832,200964,205903,0,0,0,0,0,990473,0,0,0,0,0,98054,0,0,0,0,10058,0,73435,0,0,0,0,0,22853,149651,3068197,0,1741863,300058,0,0,0,50891,168929,860671,151657,790815,1480838,1725871,1566807,775017,283370
20130729,165363143,0,24648212,325472,295743,0,603575,10175,1058051,2069263,29119,503494,17337970,202645,1394822,1607143,760927,54176,19414,1876023,4665320,2120235,586920,12663116,4287457,4371767,21013897,10902203,6165687,2656519,3049194,7104607,67990,0,0,0,0,0,0,0,0,0,0,0,0,0,35431,0,0,200192,101493,199527,494897,0,0,0,0,5892095,721494,1179572,3931629,0,203802,991795,693251,3212862,1010278,736243,3878727,247702,1593255,3466735,749449,2720660,373646,277272
20130730,191812968,0,28849483,0,1019739,702996,407016,0,1818764,972906,5637503,812170,329908,1420693,462257,1362234,727720,1772729,414221,341869,32945224,13328632,37845,8163496,6480844,1004619,878786,1424494,6652457,17614128,448644,522758,26881511,0,2015067,0,0,0,0,0,0,0,0,0,0,0,0,0,2998610,0,0,0,0,0,0,0,0,0,0,0,851260,1524863,0,1592178,1380036,2009331,751039,827411,3707318,1102039,2019080,3474498,2550659,861161,422257,290515
20130731,138901835,0,9700965,35605,512228,593983,2785373,402379,800675,3349108,93561,1078197,999852,22005393,1368792,2264650,324724,3284959,3753849,1091849,1880556,7340073,67559,16565605,6395498,530539,12286119,1717819,2514159,234059,2665855,351641,554367,0,0,0,0,0,0,0,0,0,0,3533764,0,0,97665,0,0,0,0,0,406893,0,0,0,0,0,0,0,106231,402289,552441,3437950,1107059,5992579,404959,598191,1489891,1687238,2817654,3053135,2771240,1471600,1098794,322271
20130801,225245595,0,23572056,1985953,0,924772,257700,482124,399763,281067,3277080,699873,2943338,3275857,499881,403869,3035108,13069019,2390926,2066927,32255743,105873,10302,540855,12087691,6218030,21336224,1270428,1878354,33288360,9206666,5760259,2602663,0,590,0,0,0,0,0,0,0,0,22,1022521,0,4924568,0,0,0,0,0,2022615,0,66368,60477,0,913226,15049,1203183,0,0,1238516,58,5387700,118530,1411151,1449672,5249152,2448619,3645922,2381121,2563588,1764763,894093,337330
20130802,155842960,0,19439560,0,147795,1883427,887923,195148,301787,198676,678541,1988627,1700941,0,1077172,202054,799557,1183731,2619531,1155910,1366719,3600893,52620,189952,1259641,626328,13518630,4899774,358586,2611328,32429272,516917,26407315,0,60,0,0,0,0,0,0,0,0,0,0,0,2971247,0,0,0,0,0,0,0,2816,0,0,500408,1367795,398509,0,116380,1783403,97754,1849863,0,539497,1497845,4116466,1105024,9166425,1812891,3738198,1504119,622793,353112
20130803,75439704,0,13623170,0,6,348626,0,0,196196,271396,3460096,0,5868650,804414,415970,3388259,694531,1052856,317058,0,4012729,12002,495923,218019,213756,1701080,149466,6602993,4182306,2799928,2039914,798162,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,3077654,6076,0,0,0,1007529,0,0,0,0,0,0,18964,0,0,102203,597582,502856,49449,202892,526405,644478,2194624,4327805,1446235,827282,3230607,1952983,685885,368559
20130804,72586562,0,8484302,30253,0,697381,1658132,98118,642687,0,0,925257,204300,5600142,1707580,693587,803598,384933,924114,1942349,124091,3808246,436553,1357514,57379,1277450,712695,10947700,276982,359510,9878676,1071035,149733,0,1113749,0,0,0,2470232,0,0,0,0,0,0,0,3060760,0,0,0,0,0,0,0,0,0,0,0,0,594898,137629,0,399573,50960,30710,291778,655284,199164,1401564,734967,1419141,1305985,1803431,998494,296848,367098
20130805,211681418,0,36708745,4902,907780,2446507,2028333,74541,3048048,28601,2856791,0,939512,5864387,551403,1724174,1721969,575683,6206913,188043,5635738,6543137,9434201,731862,8549978,18454398,29721052,6697643,3880463,4032425,1075431,1416513,4948265,0,0,0,0,0,0,0,0,0,0,0,0,0,99201,0,0,3023530,0,0,4014617,0,0,1223791,0,1202644,0,3347360,0,200510,806208,1983284,3997386,80513,3260568,3269186,1649181,267768,5435528,3328316,3649182,3156751,330666,357790
20130806,173791518,0,19274813,5954235,1472434,725497,4104625,772580,79623,253776,3135195,643123,1354028,2405512,1766509,3210858,1679044,28035,50614,120657,2614943,2079323,20417708,1291558,4471534,4165020,101755,30056875,2679334,2649088,2818624,6609656,267945,0,0,0,0,0,0,0,0,0,0,0,0,0,7037494,0,0,200316,0,0,1947195,4030441,0,0,0,0,0,0,4058275,548600,2474837,90918,3227194,4913942,650411,3357270,856978,635978,3330055,3819140,2228287,2023866,731880,373920
20130807,148706998,0,46254311,5371241,1700,892849,201406,0,548767,29602,2188876,1012,297283,737303,6516736,1992643,1684004,293699,451323,0,1167980,2798360,1438270,544569,5189554,203420,519420,9390170,9890231,616053,6113556,129080,3178029,0,0,0,0,0,0,0,0,0,1761433,0,0,0,1014109,0,0,199293,0,0,0,2027889,135879,0,0,506877,0,200182,2483193,2046040,390269,5762240,4902825,19657,948541,2106606,3865772,875123,3524754,3468421,1327909,1017104,1072340,409095
20130808,166870967,0,20154059,4199345,5376680,5671307,9200734,116035,2933351,2752681,1525511,1014580,0,771708,1241447,328453,449059,45520,685724,802254,2309903,37655,2246888,687035,5921224,244392,1154618,17921743,482676,8604427,7537733,1769850,42974,0,0,0,0,0,0,0,0,0,0,0,992498,0,0,0,0,184310,0,1017240,4043347,3561777,0,0,4883779,1983888,0,0,2194270,2315828,2047064,4060630,932384,4063993,3301071,4802585,2178083,497703,5765512,3930230,3632911,3102217,726461,423620
20130809,125302842,0,30171133,10188001,0,797439,6168589,0,457241,0,955710,166090,0,838990,5732879,150765,200993,1078218,201022,5076410,592465,342269,1977038,98813,7277774,3215904,3275434,520961,2785661,583333,4095408,23325,686767,0,1480914,0,0,0,500719,0,0,0,0,0,503930,0,0,0,0,48908,1492591,0,2751605,0,3985890,0,9920,502825,195907,0,2004109,0,999636,2782587,1682522,1426690,1928736,881963,2129719,1059803,3188790,4067709,1363755,2063194,156723,435065
20130810,71389165,0,7536293,610585,0,705958,0,0,512121,404239,8061,12618,1927839,5298,1259376,306558,0,2143982,215547,317290,4730079,11809474,815042,575418,8267807,464573,307100,4154697,204382,3246816,1187586,222081,335057,0,0,0,0,0,22889,0,0,0,0,0,0,0,2037883,0,0,0,0,0,0,0,0,0,0,0,508189,0,603593,1954371,306197,198360,990224,1216599,656329,99582,1009361,1069504,595836,2952008,2568645,1514938,354822,443958
20130811,97747045,0,16238397,0,487500,1492954,260949,5325413,466946,50276,0,1342022,1345496,1866116,2610164,1821661,216596,1125474,276871,101266,17160968,7616520,391604,307870,500265,582144,283107,201122,8527,5215504,1684411,1495512,667829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984131,0,2112741,0,0,995638,2007330,612208,21655,139592,497276,3457563,202660,4754994,2072558,2163912,452384,3247284,962324,479941,439370
20130812,167976431,0,18616158,0,834192,1985145,1435820,57584,202315,949357,1052414,616042,2856292,125647,5979186,4697067,399309,1153064,804361,606668,28139321,5980300,2821986,446353,6970817,2835531,7587660,6285189,2700047,2961010,19710118,710906,2658310,0,10020,0,0,0,0,0,0,0,0,0,9233,0,0,0,0,0,0,0,997080,0,0,1428904,0,1984385,52440,306617,894405,0,988632,903499,3163478,2057601,3042860,1252456,4940372,1099277,5575531,2331172,2131136,1594098,607405,427661
20130813,209288691,0,24816981,0,2642701,1924162,1015690,358190,0,109689,1812356,1977165,0,0,1171974,607153,3459786,371569,293385,640570,3691254,4276163,573594,28147628,7045307,3773796,13337923,25909647,1297357,29840535,3634200,1043447,540549,0,512028,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,181241,0,2897631,281,3058013,845775,70559,979078,368041,6694760,2409303,1066674,7189823,2222082,4735618,1259318,4510245,1563447,1475569,1565472,929447,441316
20130814,179540557,0,23725840,9529303,395396,996530,450161,221804,224359,9943,195607,0,6251306,514555,224800,4631939,966819,1846589,206860,110339,829000,8849086,4506237,1502822,767400,6073897,6992298,24139778,695952,33572641,377661,423677,138403,0,492447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010515,0,0,0,0,0,0,0,19514,0,1294216,2595188,0,2163170,8941649,2004830,269605,4922262,254368,2430252,2422288,4509923,3205360,892096,1519342,753090,469440
20130815,137756016,0,33127167,15098,69299,102736,2203840,235008,9832,0,399272,500864,145308,4175523,303176,909142,2027356,1579867,5046987,1188218,693749,1574689,937680,3261973,428359,786646,751132,2021014,10039494,1879963,5908310,346548,3423515,0,497620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4890295,203389,0,3989601,0,0,0,0,0,512352,3794120,347627,1369836,2230148,1499909,3774595,1219800,252933,8635943,3138870,1024356,3765101,5537452,2762053,3313455,417598,487198
20130816,160827399,0,20084356,975577,219245,1010203,247937,0,1609217,90126,0,2225344,377691,1711018,314510,1412822,1150074,0,474049,32357345,689402,29986,1893643,912494,95142,13025303,1276527,238785,10475119,29464,2008537,705219,10316876,0,983375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024628,2995263,20263,1409349,7355966,489308,9278017,10448387,0,902982,819578,1659834,1430211,3623841,3909223,1794134,2811425,2748224,671987,495393
20130817,74614450,0,12032022,590114,8356,5697059,2564427,0,562456,1102648,0,591621,43203,203771,543283,541679,1797868,136672,408813,220870,875233,412453,3877394,907036,199555,1450020,711351,1036975,624262,647151,442024,1087126,127601,0,0,0,0,0,1006921,0,0,0,0,195230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224208,0,0,3036409,499839,4833784,3266246,2209874,390875,2718012,491359,6099259,2052198,4682867,1246183,714555,503588
20130818,102665299,0,16464616,0,0,1412187,146275,27855,9834,9787831,813455,306517,3144624,1588044,6498,268878,2895822,200753,58043,8161655,1833562,9150664,543490,4301018,969987,1368475,3690352,355174,959748,3484183,17271,1861193,741528,0,1007748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061408,0,0,0,885015,0,1276331,0,6267527,1189758,559239,848494,860267,1596810,804152,2647530,1654933,2742202,1639965,552302,502086
20130819,191034645,0,64640753,4945274,2208002,2567616,994949,12251,1601638,683884,831545,1823793,821357,19265,1016277,1033200,903353,313022,102257,71267,7945800,27922518,921022,561500,1076446,4330712,1437073,1152832,4939553,2931927,5559262,1356637,163668,0,1394332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204522,0,0,2011555,0,5064767,0,3020661,0,153326,0,783265,999338,610940,3438300,2042444,2949855,1502794,2214138,1703344,2523501,4259502,4154979,3015953,2965320,640506,492650
20130820,215278887,0,22480708,351971,268564,1815542,767975,701784,572100,1343998,1462812,3218429,18880249,235039,1839044,958189,8454485,203160,5958963,52867420,4110304,3150647,2400261,258019,1084218,2466443,820194,10411528,2963391,225486,8738440,700287,3992334,0,916726,0,0,0,0,0,4092498,0,0,0,2010152,0,0,0,4894126,0,3843023,0,0,296550,3980,0,49413,864285,0,0,5526592,0,98670,2251622,3488214,2325981,1377945,989604,1175373,4068109,4465313,1791893,3369026,2443826,720116,513866
20130821,179538060,0,41559112,49425,0,866062,8179111,0,147408,101650,2283691,9786215,200839,1266326,1995703,2489374,5214667,10740668,697742,445844,1383279,708518,497721,2362565,109118,772980,431093,5817945,1120018,4401159,23766885,703999,281228,0,101037,0,0,0,201259,0,0,0,0,0,2997750,0,2230512,0,603839,0,198122,0,0,0,30618,204538,0,3163414,0,0,973,2620881,8924803,1199252,2213506,4115621,915827,646164,2056238,2647147,4691028,2320608,6679682,1220017,627450,547429
20130822,141263728,0,20773593,1642498,0,278969,694413,467615,0,1489889,1903886,0,255974,1202264,297931,995952,5313773,717699,200592,48813,1434011,6148013,7836,2232379,3025279,4748133,753565,220108,14145745,42709762,1136784,69716,142399,0,0,0,0,0,214826,0,0,0,0,0,0,0,0,0,0,0,0,0,1020871,0,0,9303,0,1377841,0,3032548,2906507,0,0,1490249,1606498,104145,502990,494260,708760,809381,3318574,4870236,2684547,1614835,880179,559587
20130823,170467134,0,20924953,230823,209190,1090158,1222399,63283,509141,50652,905513,0,291882,1896710,205821,5422450,510428,481329,299018,645261,48436975,517953,2316485,6197848,16378747,7508025,15745045,710595,4175848,826763,671206,516708,266546,0,303510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204134,0,195828,0,203262,10196,2111072,100183,3028942,3603540,1054025,0,1205262,1406167,4483705,1948663,2938785,2731674,2548161,1763179,825132,573959
20130824,90286330,0,14034406,206730,613962,496866,34828,0,415392,0,508034,19878,18692671,3005638,823384,2384032,197233,601602,882566,228311,998478,261914,48000,8216929,444923,714802,1086582,543576,6017888,32262,211940,398427,2912500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196016,0,0,0,0,0,490753,1959751,200152,0,0,1497208,2499271,1228591,101615,5474206,595989,605426,1689966,1149949,1367631,3340913,1486553,787825,580761
20130825,102488268,0,17488203,497529,20298,787362,397798,10254453,0,503896,1009502,3066762,1966683,894,3284763,319657,20347,708072,731951,4266110,5949370,47879,268547,1120862,820215,415554,7198710,5985161,381365,3590002,3973038,59792,13753,0,487624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200033,1979159,0,2303751,1971333,0,1500681,6583195,100920,1809592,404404,585529,1206366,2613462,1101955,1868972,941613,1104404,576747
20130826,170342886,0,57832453,2411939,322093,370403,1270634,810995,879508,10226,1203312,487515,1547800,1992267,399369,187814,3598554,2231888,208813,690361,3209773,1261483,198036,6907676,3660816,170376,1794657,6698865,10253021,12554598,559901,1142743,5093783,0,0,0,0,976,196740,0,0,0,0,0,0,0,0,0,555287,491249,0,0,2698081,2010123,0,0,0,2701244,0,1924945,31281,0,197582,3029653,919494,4916210,6684576,509063,1797950,478883,2842315,3131971,2948918,1097219,662756,554698
