report_date,total_redeem_amt,tftobal_amt, zfb00, zfb01, zfb02, zfb03, zfb04, zfb05, zfb06, zfb07, zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, category1, category2, category3, category4, card00, card01, card02, card03, card04, card05, card06, card07, card10, card11, card12, card13, card14, card15, card16, card17, card20, card21, card22, card23, card24, card25, card26, card27, card30, card31, card32, card33, card34, card35, card36, card37
20130711,19733522,16853561,0,0,0,0,0,0,0,0,0,0,945272,2237787,138477,2894972,200098,698824,0,2820598,1190416,1608803,479780,3490725,147809,0,1085590,289612,0,1504759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130712,26665085,21925007,0,0,0,0,0,0,0,0,0,678635,1654088,2779166,399648,1321320,1266042,323034,0,728056,8553466,183593,515710,246954,235241,3040054,905530,1957929,0,1876619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130713,84800004,82463357,0,0,0,0,0,0,0,0,0,30013,781355,889840,459420,1535452,726160,162077,0,2858522,978561,72576822,122696,1137321,4959,200159,246100,430500,0,1660047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130714,20069420,17824148,0,0,0,0,0,0,0,0,0,2072842,1059420,6498049,37282,31,586885,0,0,1458283,3676913,53135,279852,1020624,0,1080832,557054,207100,0,1481118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130715,25684639,22589786,0,0,0,0,0,0,0,0,0,2650762,5815901,1940590,3156067,643006,132151,49443,0,1809173,4724572,1325410,177087,64486,101138,0,1188070,412707,0,1494076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130716,49928436,44741742,0,0,0,0,0,0,0,0,0,1322733,8622705,0,11097095,59280,431476,0,0,7863812,11538921,324449,90511,1239147,1126370,1025243,1169712,37165,0,3979817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130717,73168887,69138518,0,0,0,0,0,0,0,0,0,2246469,50628715,6006848,4290040,833024,50884,9953,0,159748,1108767,2107439,269828,924732,405616,96455,1794095,198068,0,2038206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130718,26261821,23214534,0,0,0,0,0,0,0,0,0,0,1804900,4838999,1817335,422813,505624,9910,0,1265890,4608171,4729689,2820055,195450,195698,0,1113116,239528,0,1694643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130719,29356947,26154702,0,0,0,0,0,0,0,0,0,0,9259737,1622036,1086502,3287710,443206,872627,0,1930356,2498451,2248397,889292,1594828,109421,312139,964427,194760,0,2043058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130720,23290369,21514427,0,0,0,0,0,0,0,0,0,561033,8887736,5081234,125333,108860,30700,0,0,510960,1816335,532372,242321,687786,1864175,1065582,294904,373450,0,1107588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130721,33292242,30565974,0,0,0,0,0,0,0,0,0,150267,20775488,2525977,121953,374139,96371,198264,0,235687,665009,2067364,126036,2810636,309767,109016,140991,497991,0,2087286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130722,35389055,30314372,0,0,0,0,0,0,0,0,0,562164,8367389,4681947,403990,1143793,216887,199536,0,2062243,3845301,4107255,1293893,1000279,641483,1788212,1872040,790238,0,2412405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130723,43940831,37072191,0,0,0,0,0,0,0,0,0,782155,10887957,1418448,122538,540473,466770,151996,0,7991718,6571617,1424980,1811911,2149104,1796706,955818,3729560,533683,0,2605397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130724,61442476,47670517,0,0,0,0,0,0,0,0,0,117123,9084950,8234962,3235585,10244834,409328,1014938,0,1229002,1918571,10006488,335892,379014,793540,666290,8266400,2707208,0,2798351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130725,58899083,53154509,0,0,0,0,0,0,0,0,0,7380105,12004669,1515932,2235330,6145288,1614599,1817,0,1355839,7052232,1286074,915569,2498088,418311,8730656,2519203,1141128,0,2084243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130726,48620749,44719032,0,0,0,0,0,0,0,0,0,2638224,9014481,4799043,2505812,1598073,34580,246716,0,5938723,10018417,3598910,1774901,2140316,114816,296020,1574273,118850,0,2208594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130727,24896377,14856895,0,0,0,0,0,0,0,0,0,18648,3895361,2429943,146579,144647,88574,6,0,71500,4416143,1444788,474052,407073,1137180,182401,1377185,6755442,0,1906855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130728,23659320,19844371,0,0,0,0,0,0,0,0,0,313383,5684138,202905,1237037,844985,20079,349422,0,233807,7243125,704218,225080,2546565,130283,109344,1218004,193657,0,2403288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130729,63686082,55546134,0,0,0,0,0,0,0,0,0,114872,17524339,4823875,803448,1778991,374631,977990,0,108494,7380326,12688862,7037601,568829,809400,554476,1464508,3612958,0,3062482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130730,36409379,31584803,0,0,0,0,0,0,0,0,0,361084,7199816,856565,1037897,101067,8922,98390,0,1652187,13845113,2168451,1910184,1654969,689664,494,1156531,1059361,0,2608684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130731,52948901,43496711,0,0,0,0,0,0,0,0,0,910342,2827934,10697775,517616,2773084,2066386,350227,0,2270542,9038912,6195064,542826,2766390,2185664,353949,4263199,607440,0,4581551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130801,58373937,53013098,0,0,0,0,0,0,0,0,0,324848,2254456,2617137,8035366,9697908,2593517,40147,0,139942,3664379,7063003,4334112,1402453,641290,10204540,1959214,512881,0,2888744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130802,77362022,71285934,0,0,0,0,0,0,0,0,0,9784,2952739,9435067,833364,12802004,553396,225944,0,846335,5937834,33022529,2303155,1850283,267477,246023,2592184,54200,0,3429704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130803,27534149,23376710,0,0,0,0,0,0,0,0,0,331058,8789044,869886,620421,647860,92222,1996,0,2191097,4074100,1480802,2194841,1727533,116549,239301,1278800,229883,0,2648756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130804,23534786,18284951,0,0,0,0,0,0,0,0,0,52199,3030592,2403625,1809312,609920,50547,364287,0,304011,4218688,1716892,1011516,2459035,254327,0,1009099,616881,0,3623855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130805,58290152,53163437,0,0,0,0,0,0,0,0,0,985337,6269540,7986909,5922408,2942019,9998,482514,0,188399,20629533,2971704,1368301,901840,55648,2449287,980076,989809,0,3156830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130806,66530666,56075309,0,0,0,0,0,0,0,0,0,10145,5948227,6142927,840178,4690298,0,79,0,1271211,16726488,5389059,3823078,6784347,1194754,3254518,5481998,1359673,0,3613686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130807,63681100,54560641,0,0,0,0,0,0,0,0,0,824100,1961898,901675,3285505,4488796,548146,1689,0,6893784,20207765,5590987,2490617,2377489,4304183,684007,5904317,591586,0,2624556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130808,59557488,51603141,0,0,0,0,0,0,0,0,0,993889,9849161,1723301,9161920,1268332,228603,100657,0,1890535,6096030,9605988,2297396,7189530,934940,262859,2784311,1917753,0,3252283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130809,78883527,68001049,0,0,0,0,0,0,0,0,0,2113615,7633320,4059861,2366894,7847492,2216823,0,0,3459794,13983594,20977396,1034855,862579,816319,628507,6476286,1217220,0,3188972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130810,62615121,57965691,0,0,0,0,0,0,0,0,0,740442,24514914,4661638,6851058,2707203,508406,195684,0,3158705,5695650,1614880,5713286,1061727,163829,378269,1570231,892341,0,2186858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130811,41375294,36188789,0,0,0,0,0,0,0,0,0,11486044,2157833,250600,4843577,1703964,100663,5062,0,5132271,7260198,1073520,1142805,169278,650154,212820,2381458,962299,0,1842748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130812,94186916,86674389,0,0,0,0,0,0,0,0,0,1834591,6712501,8978591,7345686,515930,968043,99037,0,7756144,28464880,11074770,1161361,345040,11190121,227694,2052911,1010912,0,4448704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130813,79558932,73639333,0,0,0,0,0,0,0,0,0,1406037,1831925,9230000,3586900,2547408,5159912,0,0,1993855,28061661,2310043,9141684,267992,3874934,4226982,1828607,1374274,0,2716718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130814,56018171,50887940,0,0,0,0,0,0,0,0,0,470687,11088102,5195451,6552008,3642924,412403,0,0,4175927,6858387,5345309,730772,5459906,669534,286530,1953697,678113,0,2498421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130815,123075191,116682973,0,0,0,0,0,0,0,0,0,21727480,12075648,21360002,5944419,798222,1789130,396360,0,28062989,13693393,2240296,4229004,481048,3866963,18019,3096824,962611,0,2332783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130816,55143603,51188003,0,0,0,0,0,0,0,0,0,5189642,9036635,4682162,632458,545204,49377,252253,0,2097724,10009297,2546144,6726667,5015485,334642,4070313,726486,576523,0,2652591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130817,30284740,26381437,0,0,0,0,0,0,0,0,0,20102,1513085,1807931,421456,3368003,2548677,4,0,249465,5289975,425592,8789693,442236,334553,1170665,479646,618572,0,2805085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130818,66925527,45314779,0,0,0,0,0,0,0,0,0,17725786,15985195,735298,2977644,287220,47908,23,0,124933,3640045,690860,647320,2363212,168,89167,1480444,5341962,0,2590101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028262,0,0,0,6933243,0,0,0,0,225499,0,0,990,0,0,10247,0,0
20130819,75437301,57618402,0,0,0,0,0,0,0,0,0,1370672,14196952,964422,4198172,3344700,1861929,29650,0,167928,10980576,1880120,8060832,7489200,342607,2730642,4191725,504160,0,3615896,0,0,0,0,0,0,0,0,0,0,0,0,0,2164665,2937310,0,0,0,4072333,0,69458,0,9987,0,0,0,195494,0,57864,0,0,7
20130820,54085868,45107613,0,0,0,0,0,0,0,0,0,7824949,6904666,3569418,1232590,1366277,180089,79828,0,331614,8325676,7825893,541119,3889202,2369967,666325,1694116,2053827,0,3629889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391617,0,511497,0,248778,30605,0,0,0,217028,20101,79815,100982,0
20130821,63953557,45083443,0,0,0,0,0,0,0,0,0,1842047,3731498,1826338,1634808,5526217,1194957,53004,0,2675377,4292936,13111318,3563457,1995277,1029149,2607060,3536266,1277695,0,3658163,0,0,0,0,0,0,0,0,0,0,0,0,0,3933681,0,0,0,0,2272203,0,2454326,612749,1012119,0,0,0,59716,53196,0,0,0,0
20130822,77562736,44866641,0,0,0,0,0,0,0,0,0,2575418,3595264,20658325,2668229,1333863,3242655,1984,0,1126181,2660909,5060194,1210201,173117,255289,305012,8104045,2026803,0,3480410,0,0,0,0,0,0,0,0,0,0,0,981566,0,0,3277,0,0,6587934,2351836,870496,2194582,4405907,29422,0,0,507361,374983,98445,203730,425358,0,49940
20130823,76867637,36950469,0,0,0,0,0,0,0,0,0,0,4077745,921178,3863383,1468408,507475,181902,0,1955750,14440530,2363340,5818871,1035296,50922,265669,4816221,1603311,0,3211605,0,0,0,0,0,0,0,0,0,141192,6795479,9910569,0,2294198,405687,0,0,99,6255700,155055,816365,1740302,211682,611316,0,10074,322440,126351,41577,121507,303973,22465
20130824,39106878,20758390,0,0,0,0,0,0,0,0,0,223652,4460823,3856150,1778507,1488394,611047,6364,0,45895,2392682,820083,1087243,104029,979417,2904104,3768536,498938,0,2779782,0,0,0,0,0,0,0,0,0,0,200115,10105,0,0,0,0,0,995308,1602235,1790276,202734,157670,989150,4439433,0,0,491643,9,189410,212831,20313,0
20130825,60953902,30183609,0,0,0,0,0,0,0,0,0,60757,2744501,6366116,4427145,502792,604217,99780,0,2747796,6025653,728054,832244,1871518,2732882,440154,3075735,777325,0,2620694,0,0,0,0,0,0,0,0,0,0,0,3618405,7962196,0,0,0,0,400404,4393986,198182,599462,3239027,296633,2859006,0,102758,36647,279637,30508,128226,100825,50637
20130826,74101528,33524894,0,0,0,0,0,0,0,0,0,639445,6715438,2207619,1485443,3265004,331222,544448,0,1780131,1984376,2066258,5053703,271672,200321,6979814,4463025,998720,0,2755920,0,0,0,0,0,0,0,0,0,1989351,2500347,8959653,0,1563891,0,0,0,856424,9681817,2082762,706936,1096177,0,1472065,0,212885,865100,127432,30617,212437,1075,0
20130827,97844573,47884022,0,0,0,0,0,0,0,0,0,1145848,14574170,5969368,6565981,587558,627643,49631,0,3399755,3607397,520439,4316185,1612193,275048,4632806,4945695,1057900,0,4468287,0,0,0,0,0,0,0,0,0,4059235,0,1034010,10235695,5856069,0,2983921,0,2096030,2021853,2543486,5458486,1501273,975027,9793,0,10074,12119,156056,42500,16016,446917,30109
20130828,135996224,88488237,0,0,0,0,0,0,0,0,0,1790112,46116748,10118009,3456242,10527786,1102544,21465,0,2088645,7560811,738787,3442653,1055638,117758,351039,9341916,1351527,0,3870014,0,0,0,0,0,0,0,0,0,0,7015957,195980,5093664,2982367,0,0,0,454177,4596455,1251073,1607364,7552570,0,1103360,0,50884,283737,241681,289912,199040,26309,0
20130829,125670911,59146266,0,0,0,0,0,0,0,0,0,236781,10654256,7130216,716610,21803167,39586,168457,0,8020880,3688521,1505321,182381,928593,90783,3980714,5166652,937304,0,2626116,0,0,0,0,0,0,0,0,0,15435250,10501757,0,1013,3042124,10246522,0,0,1495227,15616832,29558,103467,50284,66488,0,0,119855,547085,40564,341269,107035,50243,0
20130830,51062888,28024312,0,0,0,0,0,0,0,0,0,631560,3596479,3205242,146798,991750,604086,15021,0,31204,2661590,1984847,1218572,1771806,11165357,0,2814484,3900962,0,2692335,0,0,0,0,0,0,0,0,0,2656089,9871,0,1086464,0,0,0,0,102260,4165777,58573,4378050,437852,0,20427,0,35765,567948,50174,21989,0,0,39556
20130831,69778442,46663780,0,0,0,0,0,0,0,0,0,4989251,3558079,3757848,488791,1991445,345119,4214149,0,715089,3302171,13201818,743979,470893,8633637,251511,4331436,2572483,0,3021486,0,0,0,0,0,0,0,0,0,0,0,203952,1201503,0,0,0,0,665029,6721706,110447,2022164,141905,398040,0,0,163260,554181,375400,396514,115329,69901,49926
20130901,60517475,17303051,0,0,0,0,0,0,0,0,0,318663,3243365,3197071,854446,180810,813820,30316,0,2016216,2980399,1339910,496041,484173,1307547,40274,5180168,476713,0,2622509,0,0,0,0,0,0,0,0,0,9831,5945698,1008169,690854,0,0,0,0,3513121,4070602,15273747,372607,569047,412057,1431779,0,38740,630633,158618,62711,451897,0,294923
20130902,91198734,21538712,0,0,0,0,0,0,0,0,0,498681,5018380,4559298,1131427,2478166,475,837657,0,2041584,2206703,1023486,768576,799030,129746,45503,7537784,6521695,0,3685243,0,0,0,0,0,0,0,0,0,425379,12509399,1978796,21200139,0,0,0,0,1341715,3069403,1583654,4105875,3907605,0,170749,0,101844,225664,295379,589515,310513,0,99671
20130903,122225143,66507281,0,0,0,0,0,0,0,0,0,2202326,31540532,17410823,928077,223809,90311,29403,0,2038746,6912664,29502,3732015,422126,55223,891724,4709761,1375934,0,5066574,0,0,0,0,0,0,0,0,0,709417,9981804,0,0,0,0,4951995,0,5492294,9589450,835301,290033,3115897,5278765,1818019,0,73916,655473,542508,603987,20313,525146,81275
20130904,86735957,27184342,0,0,0,0,0,0,0,0,0,1634717,5735330,6080107,563565,859002,506126,10079,0,645482,8126693,893562,290615,1608997,29782,200285,2902711,2913212,0,4800886,0,0,0,0,0,0,0,0,0,3429164,13209942,10251,8068204,202956,1958210,0,0,6311671,6005955,418649,2462169,4447725,333459,1043695,0,17391,384148,130512,148321,102020,201251,49113
20130905,92642988,34267589,0,0,0,0,0,0,0,0,0,181146,3190495,7892529,517034,1659756,891349,11,0,398572,15203772,544859,1059826,2595128,90450,42662,5171539,2306940,0,6310872,0,0,0,0,0,0,0,0,0,2915858,15428081,1260213,0,0,980751,4908508,0,3229292,4501892,2573371,5237098,813532,1258210,20344,0,69922,232202,294370,88905,276363,131358,365778
20130906,123656533,61198746,0,0,0,0,0,0,0,0,0,900915,11290158,772885,1176282,1085340,85590,57695,0,1306297,23539694,261583,13962192,3566733,1192310,2001072,5549412,10663759,0,5248160,0,0,0,0,0,0,0,0,0,9969,10137222,2937722,10174655,4919405,0,0,0,1011888,3943137,1987056,2477035,1729414,0,0,0,178469,1064539,10190,218127,55180,69679,72769
20130907,67680268,18735171,0,0,0,0,0,0,0,0,0,4513,2345377,5814294,2441272,2486930,157283,366712,0,63803,3510968,182059,73150,1088772,0,200038,4610850,1322198,0,4493567,0,0,0,0,0,0,0,0,0,3011723,10037874,0,100770,6784086,0,0,0,816196,4248389,6637227,1615296,328383,1518801,2405013,0,4059,186343,241946,160387,240657,172436,8896
20130908,69390347,28821416,0,0,0,0,0,0,0,0,0,86529,1503945,6371347,1256502,1546759,87,49446,0,1302113,9492211,815744,1772551,117891,4506291,0,11165577,973722,0,4653775,0,0,0,0,0,0,0,0,0,0,2613996,4921455,0,0,0,0,0,89956,5042538,4899065,1026584,1103567,1438832,0,0,0,1827250,299129,186811,169168,6102,151404
20130909,136495298,43906785,0,0,0,0,0,0,0,0,0,1226953,1934174,5320725,3418564,3555454,0,104383,0,7290372,6752674,5010931,5872142,1662620,539109,1218684,3169303,4432425,0,5067101,0,0,0,0,0,0,0,0,0,28661966,2016924,6055919,538595,29074066,0,0,0,957105,5581504,1145329,1299272,3217756,395581,74751,0,59494,50605,73479,119338,224320,352199,21481
20130910,76701172,22723950,0,0,0,0,0,0,0,0,0,4845855,2569698,2111304,1086902,1879830,775257,34375,0,311391,2834068,738572,4258332,1014022,19638,244706,7131837,1425277,0,5662247,0,0,0,0,0,0,0,0,0,152947,5165465,8649191,0,551622,99002,60,0,430231,7860444,975981,3670140,3968558,6050536,18592,0,96426,771640,542551,70887,682706,882,0
20130911,125767391,50464735,0,0,0,0,0,0,0,0,0,7529349,16887136,5975328,1900884,269575,142562,139316,0,1354859,8212768,516594,3657308,408885,209461,3260710,4799747,1672439,0,3795197,0,0,0,0,0,0,0,0,0,0,21254277,1132987,0,5048440,1008668,15223145,0,53110,6689963,2781130,7570217,1804926,96407,197325,0,397759,417469,78676,358169,691100,110804,120701
20130912,74065347,22046743,0,0,0,0,0,0,0,0,0,554553,6974520,1959818,915403,524108,1268027,245062,0,10109,3237356,4269540,1535635,382521,170091,0,4129785,1867236,0,4746368,0,0,0,0,0,0,0,0,0,2990421,2500771,8028627,99632,500,99903,978048,0,615951,3201252,12670427,1181296,167734,3153484,3260418,0,248118,1538647,99556,150176,133948,117393,38913
20130913,86518711,37967618,0,0,0,0,0,0,0,0,0,166157,5001086,5734472,393159,22024729,201913,436780,0,262116,1237571,1349130,670248,490257,0,0,4191996,2524892,0,4646700,0,0,0,0,0,0,0,0,0,8969467,2034544,1323540,1970264,2048235,0,507379,0,2228299,9054370,1390486,3577504,1236184,158592,29846,0,621713,707820,500247,99815,708783,20417,0
20130914,81650516,29276721,0,0,0,0,0,0,0,0,0,498994,17227899,3682782,404878,1521925,19808,119767,0,615889,2100346,400779,338985,2177051,164340,3278,6553545,572849,0,3903354,0,0,0,0,0,0,0,0,0,9087434,20355,362881,0,0,1996600,0,0,6119113,15689659,1034551,2930445,907137,765789,943547,0,237628,280950,105662,200080,538618,123598,0
20130915,89897356,20445301,0,0,0,0,0,0,0,0,0,0,4457303,6588116,2676671,111689,459155,150443,0,2091847,328949,2157166,724655,659285,40022,0,5204873,4001409,0,3707937,0,0,0,0,0,0,0,0,0,2590585,28855932,0,0,909637,244137,3393583,0,1782220,9782691,55248,1601005,2371313,2300552,20330,0,205397,298636,222070,250560,408408,1219918,25614
20130916,119170200,40832758,0,0,0,0,0,0,0,0,0,1053187,12132756,2832676,3326733,1071247,1121108,52099,0,34902,16805136,575455,1604335,209379,3677,10068,2172128,1336842,0,4590017,0,0,0,0,0,0,0,0,0,4893899,17388602,1108356,1400718,0,0,14327125,0,2498221,4207288,8075334,4261826,1848596,6010346,557545,0,180999,0,2916216,205391,150770,179030,28193
20130917,122576821,30073707,0,0,0,0,0,0,0,0,0,151806,7273728,2936173,7163973,1894597,0,50788,0,589009,365265,1128093,564362,596430,31466,7328017,4492342,1860516,0,4511238,0,0,0,0,0,0,0,0,0,14136826,5827760,5064440,14347432,3285362,0,503745,0,5724999,13219690,2333181,5389903,4316703,1608687,2454228,0,350469,1713678,442650,304326,463083,151856,0
20130918,83937362,31439597,0,0,0,0,0,0,0,0,0,1742692,3930013,6652708,1293043,2902027,5607540,60134,0,772464,2033026,809434,428789,5093501,51905,62321,9358737,1331269,0,5715454,0,0,0,0,0,0,0,0,0,10712312,1992549,0,0,947024,0,0,0,3687301,5528936,1480417,3621901,2283219,3202169,370427,0,502624,280682,355246,811317,276106,16727,23348
