report_date, total_purchase_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31, bank0, bank1, bank2, bank3, bank4, bank5, bank6, bank7, bank8, bank9, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank18, bank19, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank28, bank29, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, bank38, bank39, bank40, bank41, share
20130711,92533829,0,1083953,3580150,0,426328,363572,8253,0,0,147726,807683,159416,5097,112892,81219,205000,673997,335564,131480,213940,451394,1186974,7156536,2047325,17673446,10527944,10985384,5357363,554684,1851693,418483,297770,0,0,0,0,0,0,0,0,0,0,1213239,0,0,3038368,0,63,196986,0,0,0,0,0,0,12198,0,0,203342,0,2965328,1574695,0,0,48962,200339,2527594,3347705,2209039,1823959,2865640,1401062,1206202,681668,172174
20130712,88590123,0,1850579,86583,97741,4128803,20226,0,79939,0,101802,404,0,2543,0,0,0,1966860,156344,0,0,39765,1290193,807292,2016251,29216044,2934093,10115510,1434589,1815361,13745307,382731,263222,0,0,0,0,0,0,0,0,508764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251510,0,354135,1959588,305591,197784,205578,10109,0,1074889,1460615,59125,504226,2899323,3483766,2266189,317002,179747
20130713,44843315,0,2291010,212037,0,261846,1275798,201009,0,0,0,206665,12098,0,0,212327,22102,517282,139042,0,297102,110355,374717,452397,2497037,5111688,2360585,9997575,2280627,741211,2229410,126284,517447,0,0,0,0,0,0,0,0,502415,0,975863,499314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508650,490661,196220,511183,0,892613,99713,10038,1181280,360225,1521827,2738081,1390260,330732,186589
20130714,95595992,0,1272804,55766,195627,104489,99866,90335,300913,0,0,1650489,1132444,1004895,109434,146630,19567,859320,275814,0,522832,1246389,796420,776615,2219763,20662424,2514228,9598123,12510096,9013879,507270,6984771,1036592,0,492761,0,0,0,0,0,0,0,0,976048,1536878,0,3003873,0,0,0,0,0,1562463,0,0,0,0,0,203715,0,393026,0,200636,50981,590814,2088222,491705,401299,2356822,530277,633810,2271863,1418338,170820,337269,176577
20130715,154906446,0,3031205,46419,9850,195185,729040,0,310022,3018356,0,22994,20481,100402,1222254,886106,622029,14,301387,99345,605276,39492,390879,2210993,14775758,12732381,5080503,56082397,639299,65451,14688783,1003,981571,0,201956,0,0,0,0,0,0,0,0,0,0,0,3049141,197145,0,0,10418,0,0,1984246,0,0,0,0,757289,506531,404276,1393684,0,3978223,1109965,1490361,989315,504027,3848434,1553319,2590851,3658358,3536602,3190544,872944,169942
20130716,82754720,0,3725112,12461,0,130710,562472,9525,202338,0,0,3609722,271418,0,205389,0,119985,19711,71804,292517,540931,197389,343791,881553,1441937,6315057,2311663,11901939,4512121,11351071,2279969,3392709,31608,0,10222,0,0,0,0,0,0,0,0,0,0,0,99715,0,0,0,98167,0,0,0,0,0,0,0,595571,301049,5070949,0,10103,1189577,567261,2484389,848996,890377,3848642,1206362,644774,2222878,5572682,1658970,517475,181659
20130717,149091732,0,3048029,132588,133319,2137532,109053,7477,887912,0,101699,831112,0,0,211512,0,60444,9833,371248,0,73872,4437,135123,2637622,6057423,17619797,40059554,12903601,281642,2346928,15774757,9513039,396888,0,0,0,0,0,0,0,0,0,0,392693,995301,0,2036753,0,0,1568156,0,0,304733,9959,0,0,29849,0,189378,5272879,697758,0,0,1026541,1733368,511324,538637,498054,4664957,2699031,2726974,2203501,2560069,1571902,811391,202083
20130718,148988197,0,5211681,84216,54114,100998,1221379,0,0,0,61346,2027118,56217,0,102350,0,319829,7503051,965653,416646,0,2952566,605306,2253391,3654475,11415600,10918786,43641582,1824512,3325055,20521129,1619340,1581777,0,310,0,0,0,0,0,0,0,0,198230,0,0,0,0,0,203730,0,0,1095546,0,0,0,0,0,1969242,501831,980507,0,687746,484004,1298723,2095907,111617,683764,3786675,1082221,2351452,2390972,3436145,2370170,617219,204069
20130719,103432155,0,2808745,61460,126746,169507,188126,0,0,0,49639,428179,1519851,0,175281,1008209,20480,58447,677844,162928,170472,290314,816082,2428418,24562037,12892467,7018116,18545106,34303,69837,4437568,1317601,400927,0,1996426,0,0,0,0,0,0,0,0,199380,0,0,3066807,0,0,22947,0,0,0,0,0,0,0,0,0,203615,488702,0,253795,1050969,2000726,6060,105462,195562,2744793,1630866,3283032,2416762,904356,1212879,988749,221577
20130720,51379255,0,4492672,10388,31343,110200,0,29338,69149,0,151901,862358,50584,12302,11826,0,10215,98006,806309,20735,543266,108935,7369,994054,271196,4485205,11555391,2031309,596224,3226712,588225,161048,770867,0,0,0,0,0,0,0,0,0,0,0,0,0,3973657,0,0,0,0,0,0,0,0,0,0,302003,395758,1999349,0,0,0,3095538,0,60681,202507,798542,2002774,340914,1956323,865004,1183440,1414156,446642,234840
20130721,114182489,0,1794447,100016,7848,118004,1493088,0,9984983,0,121744,1329491,14167,14054,0,304512,120192,0,3147877,191645,635901,97708,4498880,1204322,28885809,2423690,19006251,6073002,2299904,461632,8462661,362715,552284,0,0,0,0,0,0,0,0,0,0,0,509023,0,0,0,0,0,0,0,4905313,0,296894,0,33,0,0,0,493844,0,195248,998969,203323,0,1021286,221029,1674406,2348125,3735483,1382868,921351,634889,700835,232743
20130722,129240030,0,4578192,15714,40571,206697,1923847,50589,8342265,0,2556261,3291729,81810,1008544,432982,2385018,250961,541357,359220,4859421,1310278,875915,1094663,2189157,2092065,4794532,6727538,20754752,10440908,2698241,7878898,3483160,492030,0,0,0,0,0,0,0,0,0,0,0,0,0,3052993,79771,0,0,3731,100725,1923110,0,0,0,0,0,199787,504807,317573,0,200654,2105278,2238543,1086689,3023299,259309,4933648,977563,5120875,1820217,2166404,2444549,699817,223373
20130723,100023603,0,2342122,107242,525754,216131,59830,0,2191774,0,2493968,811943,2231925,114620,2426891,50486,19877,320080,307811,1456580,1022524,2658251,4111857,2036409,7910758,9283956,2979935,10712028,5153624,1230520,2951341,596228,100050,0,4053828,0,0,0,0,0,0,0,0,195597,0,0,0,505921,0,5984693,0,0,0,0,0,391445,0,508597,195175,499527,492012,0,408873,838106,459492,1214313,100235,299140,146888,6155727,3134654,3772600,1733735,1671287,600016,237227
20130724,124934446,0,3166803,66117,58865,2248783,499000,0,145422,0,0,197094,80080,103743,233550,309912,39085,4175503,869767,15907,1711741,203472,3246959,530368,33468267,5118980,21262489,2523707,4462416,4082887,3292315,125432,108324,0,98033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3465406,3060909,97682,661,3043383,340045,0,1080238,636076,1580823,1952612,1959361,651855,6908052,723575,1870793,669311,2547282,1167545,471158,262658
20130725,128615656,0,805445,66586,305397,0,632053,0,664614,0,0,1421001,374014,2005380,209383,599203,4651361,204335,569337,504382,2422226,40578,3686009,1567773,12407469,4496494,30149411,10297818,68564,2378469,11292012,185538,1167306,0,10,0,0,0,0,0,0,0,0,196074,0,0,0,0,1007533,0,0,0,0,0,2023655,0,0,506541,880950,3014081,0,1465109,199894,3225135,200351,1232861,401450,3927805,1270846,453691,5532497,3678024,3036458,2270338,655830,264365
20130726,106171544,0,2934578,77910,55678,0,1632453,0,203623,0,0,2142826,9899,12279,3068710,157962,2013565,95100,652230,1879490,425992,6150187,2285722,1250387,4296576,7297039,6641841,9438833,8045107,20775605,2809722,7486,258906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35937,0,2956323,201560,0,2958920,165045,10066,199953,1999986,553476,393181,313940,1267172,2944485,1598876,1775028,1338603,1579259,357875,628107,274046
20130727,73916277,0,7339674,49902,40119,1221878,1359037,102,2094143,0,0,991375,253875,0,637287,250197,70231,47593,458076,0,146557,200463,754678,2060033,3962710,3591345,7653692,8168430,2071864,6194497,941165,1278982,89728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047214,0,1007581,0,5084265,0,0,2950720,489452,0,200160,0,1994396,0,0,98634,151506,1171903,1272856,1355284,1703961,1578174,600246,282292
20130728,62626554,0,1048927,477617,0,3129804,129384,130382,1355265,0,306759,1938896,52603,0,501214,401370,120348,1371824,533754,61118,770594,227952,32512,1223877,2837965,5258397,4911397,5182018,9644651,5753719,507832,200964,205903,0,0,0,0,0,990473,0,0,0,0,0,98054,0,0,0,0,10058,0,73435,0,0,0,0,0,22853,149651,3068197,0,1741863,300058,0,0,0,50891,168929,860671,151657,790815,1480838,1725871,1566807,775017,283370
20130729,165363143,0,4283742,12076,19202,2181849,80268,0,0,0,98435,1979091,3555346,2971305,270794,605,283576,559490,570195,495,1440251,744011,5597481,1234965,20997897,4019713,9267912,53238440,6165687,2656519,3049194,7104607,67990,0,0,0,0,0,0,0,0,0,0,0,0,0,35431,0,0,200192,101493,199527,494897,0,0,0,0,5892095,721494,1179572,3931629,0,203802,991795,693251,3212862,1010278,736243,3878727,247702,1593255,3466735,749449,2720660,373646,277272
20130730,191812968,0,2945063,59317,108507,557218,1023599,0,202192,0,0,3591846,803003,3844,342051,326305,45656,10368698,446586,653655,409117,173303,6789523,2129751,9571251,5745633,47067791,17952239,6652457,17614128,448644,522758,26881511,0,2015067,0,0,0,0,0,0,0,0,0,0,0,0,0,2998610,0,0,0,0,0,0,0,0,0,0,0,851260,1524863,0,1592178,1380036,2009331,751039,827411,3707318,1102039,2019080,3474498,2550659,861161,422257,290515
20130731,138901835,0,938258,62261,174606,0,60795,0,202419,0,0,943650,20225,0,200932,551483,799920,748910,222545,305510,71978,228660,4168813,4329568,6321393,29248518,14133886,37495580,2514159,234059,2665855,351641,554367,0,0,0,0,0,0,0,0,0,0,3533764,0,0,97665,0,0,0,0,0,406893,0,0,0,0,0,0,0,106231,402289,552441,3437950,1107059,5992579,404959,598191,1489891,1687238,2817654,3053135,2771240,1471600,1098794,322271
20130801,225245595,0,5491185,44749,107163,667010,4042726,0,600802,0,0,276440,344727,2009921,78849,300918,233946,290360,460155,272887,3591456,240816,4517946,3650549,7601121,20283734,36829771,41453228,1878354,33288360,9206666,5760259,2602663,0,590,0,0,0,0,0,0,0,0,22,1022521,0,4924568,0,0,0,0,0,2022615,0,66368,60477,0,913226,15049,1203183,0,0,1238516,58,5387700,118530,1411151,1449672,5249152,2448619,3645922,2381121,2563588,1764763,894093,337330
20130802,155842960,0,2313424,71528,0,588359,30402,0,600497,0,0,1409133,20128,0,50455,3278,10249249,0,2279902,650446,276679,150905,745175,3114293,4868572,3262514,8795673,20494325,358586,2611328,32429272,516917,26407315,0,60,0,0,0,0,0,0,0,0,0,0,0,2971247,0,0,0,0,0,0,0,2816,0,0,500408,1367795,398509,0,116380,1783403,97754,1849863,0,539497,1497845,4116466,1105024,9166425,1812891,3738198,1504119,622793,353112
20130803,75439704,0,2502648,47751,0,0,77706,56280,596344,0,0,256922,0,0,28002,55151,1307071,700566,1110128,89088,513221,864119,5418173,348632,9796338,6356030,4837712,8885314,4182306,2799928,2039914,798162,2130,0,0,0,0,0,0,0,0,0,0,0,0,0,3077654,6076,0,0,0,1007529,0,0,0,0,0,0,18964,0,0,102203,597582,502856,49449,202892,526405,644478,2194624,4327805,1446235,827282,3230607,1952983,685885,368559
20130804,72586562,0,1789902,0,83247,1167731,48895,44443,409438,0,0,0,94940,0,72949,0,57802,588520,422619,108857,303566,0,3291393,2483884,1772244,9189840,7235353,14352738,276982,359510,9878676,1071035,149733,0,1113749,0,0,0,2470232,0,0,0,0,0,0,0,3060760,0,0,0,0,0,0,0,0,0,0,0,0,594898,137629,0,399573,50960,30710,291778,655284,199164,1401564,734967,1419141,1305985,1803431,998494,296848,367098
20130805,211681418,0,4515217,533153,254410,3183301,1927730,0,395050,9985,0,4191791,102068,1986722,527503,11267,126816,999092,517319,2931310,1704147,10839783,1952081,5462063,6872952,10437616,28008032,64154933,3880463,4032425,1075431,1416513,4948265,0,0,0,0,0,0,0,0,0,0,0,0,0,99201,0,0,3023530,0,0,4014617,0,0,1223791,0,1202644,0,3347360,0,200510,806208,1983284,3997386,80513,3260568,3269186,1649181,267768,5435528,3328316,3649182,3156751,330666,357790
20130806,173791518,0,1953747,500516,291682,1402640,986596,0,39872,0,101496,1048973,0,0,223155,0,210234,7588707,846347,71151,1541652,1730090,737955,13029371,5465745,9089958,25283245,40086742,2679334,2649088,2818624,6609656,267945,0,0,0,0,0,0,0,0,0,0,0,0,0,7037494,0,0,200316,0,0,1947195,4030441,0,0,0,0,0,0,4058275,548600,2474837,90918,3227194,4913942,650411,3357270,856978,635978,3330055,3819140,2228287,2023866,731880,373920
20130807,148706998,0,14408612,143250,108340,0,2897281,0,1064312,0,773366,666602,229067,978433,0,188783,6663193,314089,20389,884949,559354,2186558,14167733,6467196,3065540,11224385,5855933,15847133,9890231,616053,6113556,129080,3178029,0,0,0,0,0,0,0,0,0,1761433,0,0,0,1014109,0,0,199293,0,0,0,2027889,135879,0,0,506877,0,200182,2483193,2046040,390269,5762240,4902825,19657,948541,2106606,3865772,875123,3524754,3468421,1327909,1017104,1072340,409095
20130808,166870967,0,4667744,27903,645793,1791619,217797,10149,511485,9853,10091,201634,6223146,1021560,697174,164367,23766,596462,814663,357876,978864,531355,650758,24564101,8226123,2836187,6082424,25929012,482676,8604427,7537733,1769850,42974,0,0,0,0,0,0,0,0,0,0,0,992498,0,0,0,0,184310,0,1017240,4043347,3561777,0,0,4883779,1983888,0,0,2194270,2315828,2047064,4060630,932384,4063993,3301071,4802585,2178083,497703,5765512,3930230,3632911,3102217,726461,423620
20130809,125302842,0,2935164,59479,20126,402874,2203556,497,388706,10222656,0,1736676,493597,1606107,421700,0,970934,0,3411614,131858,2564132,355830,2245627,17154029,1579041,8001845,8189204,14388886,2785661,583333,4095408,23325,686767,0,1480914,0,0,0,500719,0,0,0,0,0,503930,0,0,0,0,48908,1492591,0,2751605,0,3985890,0,9920,502825,195907,0,2004109,0,999636,2782587,1682522,1426690,1928736,881963,2129719,1059803,3188790,4067709,1363755,2063194,156723,435065
20130810,71389165,0,1455693,0,107503,304136,59963,0,2691693,0,0,510457,9805,0,230480,132557,208683,711,363022,127486,267988,295158,770958,1316543,2864878,3715214,17887432,13769595,204382,3246816,1187586,222081,335057,0,0,0,0,0,22889,0,0,0,0,0,0,0,2037883,0,0,0,0,0,0,0,0,0,0,0,508189,0,603593,1954371,306197,198360,990224,1216599,656329,99582,1009361,1069504,595836,2952008,2568645,1514938,354822,443958
20130811,97747045,0,4620678,0,179402,0,1266573,58496,765921,0,0,396243,0,23930,1017,371879,717456,856970,362895,759676,223448,1352962,4280851,7566816,3204740,7640011,25547229,1874508,8527,5215504,1684411,1495512,667829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984131,0,2112741,0,0,995638,2007330,612208,21655,139592,497276,3457563,202660,4754994,2072558,2163912,452384,3247284,962324,479941,439370
20130812,167976431,0,2548779,57009,53038,907410,795829,0,13685,0,0,787902,0,0,196462,932759,866328,78393,2440169,483573,256383,467368,7731071,4312741,5676420,12354273,38352636,24125550,2700047,2961010,19710118,710906,2658310,0,10020,0,0,0,0,0,0,0,0,0,9233,0,0,0,0,0,0,0,997080,0,0,1428904,0,1984385,52440,306617,894405,0,988632,903499,3163478,2057601,3042860,1252456,4940372,1099277,5575531,2331172,2131136,1594098,607405,427661
20130813,209288691,0,2358122,69397,10183,243835,60694,0,9144135,0,146811,793868,869974,0,596387,0,1019136,2413770,3752206,367915,129939,1312139,1528470,5940743,3899210,5610482,9474966,78214301,1297357,29840535,3634200,1043447,540549,0,512028,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,181241,0,2897631,281,3058013,845775,70559,979078,368041,6694760,2409303,1066674,7189823,2222082,4735618,1259318,4510245,1563447,1475569,1565472,929447,441316
20130814,179540557,0,3494600,80283,37871,992922,847076,0,1877842,0,0,1225453,57003,0,287459,408822,1319075,515091,1367576,392138,9019494,369279,1433856,11593194,6681215,8184702,14501522,39476195,695952,33572641,377661,423677,138403,0,492447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010515,0,0,0,0,0,0,0,19514,0,1294216,2595188,0,2163170,8941649,2004830,269605,4922262,254368,2430252,2422288,4509923,3205360,892096,1519342,753090,469440
20130815,137756016,0,4711119,6744,131761,300062,1139841,4172,3909333,0,98758,2168491,12149,4270,243215,1056329,411855,300269,4031250,50195,489349,6091815,7966190,2625981,1055276,8995064,9441323,7249124,10039494,1879963,5908310,346548,3423515,0,497620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4890295,203389,0,3989601,0,0,0,0,0,512352,3794120,347627,1369836,2230148,1499909,3774595,1219800,252933,8635943,3138870,1024356,3765101,5537452,2762053,3313455,417598,487198
20130816,160827399,0,2478957,50444,127289,1061194,49806,3686,2463758,0,101224,8223660,188189,33100,20417,171796,342957,960375,1345808,198484,504163,425092,1333957,2452962,4302378,4588424,35444425,15548251,10475119,29464,2008537,705219,10316876,0,983375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024628,2995263,20263,1409349,7355966,489308,9278017,10448387,0,902982,819578,1659834,1430211,3623841,3909223,1794134,2811425,2748224,671987,495393
20130817,74614450,0,1153472,33625,52204,197247,39472,0,236394,492594,0,0,0,0,0,947010,805091,481868,1864659,2581333,1445023,956311,745719,8859956,2299928,3223273,5794763,4304937,624262,647151,442024,1087126,127601,0,0,0,0,0,1006921,0,0,0,0,195230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224208,0,0,3036409,499839,4833784,3266246,2209874,390875,2718012,491359,6099259,2052198,4682867,1246183,714555,503588
20130818,102665299,0,2162945,99904,293408,1000758,83647,79803,1993900,0,0,300517,136032,2004769,0,1100656,20132,7925,9778,363200,290216,1019081,5497945,1586317,14062261,4959995,19747414,10685006,959748,3484183,17271,1861193,741528,0,1007748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061408,0,0,0,885015,0,1276331,0,6267527,1189758,559239,848494,860267,1596810,804152,2647530,1654933,2742202,1639965,552302,502086
20130819,191034645,0,18945978,12191,69853,435443,78947,21370,1953496,511022,0,0,0,0,115138,3064,3789935,1702747,1194743,2017526,143422,4060402,29585476,10728092,5762217,3285117,36962864,8558563,4939553,2931927,5559262,1356637,163668,0,1394332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204522,0,0,2011555,0,5064767,0,3020661,0,153326,0,783265,999338,610940,3438300,2042444,2949855,1502794,2214138,1703344,2523501,4259502,4154979,3015953,2965320,640506,492650
20130820,215278887,0,2686659,86425,222101,799248,335213,10176,2014857,0,0,2010909,0,97777,177972,234091,2928,213965,1196362,1067336,599907,3641617,7083165,3905836,25477588,11689917,68487595,15040402,2963391,225486,8738440,700287,3992334,0,916726,0,0,0,0,0,4092498,0,0,0,2010152,0,0,0,4894126,0,3843023,0,0,296550,3980,0,49413,864285,0,0,5526592,0,98670,2251622,3488214,2325981,1377945,989604,1175373,4068109,4465313,1791893,3369026,2443826,720116,513866
20130821,179538060,0,2453134,186787,319366,62261,17695,15115,3651079,493692,196058,2160721,403931,303765,133357,0,274996,1035343,2809067,12815189,731587,4806200,8689769,9094598,12519803,21706738,3733104,9493701,1120018,4401159,23766885,703999,281228,0,101037,0,0,0,201259,0,0,0,0,0,2997750,0,2230512,0,603839,0,198122,0,0,0,30618,204538,0,3163414,0,0,973,2620881,8924803,1199252,2213506,4115621,915827,646164,2056238,2647147,4691028,2320608,6679682,1220017,627450,547429
20130822,141263728,0,1859934,116053,127954,932877,772727,10208,2064321,488141,261084,196860,0,0,168896,154159,769523,155432,2790883,662661,1106325,1735529,6400026,3083495,3649749,8527619,7839265,10979464,14145745,42709762,1136784,69716,142399,0,0,0,0,0,214826,0,0,0,0,0,0,0,0,0,0,0,0,0,1020871,0,0,9303,0,1377841,0,3032548,2906507,0,0,1490249,1606498,104145,502990,494260,708760,809381,3318574,4870236,2684547,1614835,880179,559587
20130823,170467134,0,10390415,95741,90552,0,59193,0,1992206,0,99813,0,0,0,0,295584,2992301,3957,1078351,346558,602537,686761,2190984,2815853,1757188,8516738,52215692,46540260,4175848,826763,671206,516708,266546,0,303510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204134,0,195828,0,203262,10196,2111072,100183,3028942,3603540,1054025,0,1205262,1406167,4483705,1948663,2938785,2731674,2548161,1763179,825132,573959
20130824,90286330,0,4387382,58557,227689,99669,165041,0,3146608,1326723,30371,0,0,0,176478,83675,601856,105925,1898445,205289,252101,997356,271241,1352386,19635975,7011889,2419269,11006812,6017888,32262,211940,398427,2912500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196016,0,0,0,0,0,490753,1959751,200152,0,0,1497208,2499271,1228591,101615,5474206,595989,605426,1689966,1149949,1367631,3340913,1486553,787825,580761
20130825,102488268,0,1628328,0,203613,200659,0,0,2219528,1181335,502318,558440,14745,19679,130549,485917,958122,750926,1078035,3279499,665318,1580873,2030319,11957440,6546843,4333733,11263857,15540502,381365,3590002,3973038,59792,13753,0,487624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200033,1979159,0,2303751,1971333,0,1500681,6583195,100920,1809592,404404,585529,1206366,2613462,1101955,1868972,941613,1104404,576747
20130826,170342886,0,1272809,172874,37548,3579242,133141,4051,2946971,0,2950138,11248642,0,35143,148057,399108,1250993,10595640,903997,394885,584469,2870041,18304704,5186064,4128361,8409892,5568466,19232390,10253021,12554598,559901,1142743,5093783,0,0,0,0,976,196740,0,0,0,0,0,0,0,0,0,555287,491249,0,0,2698081,2010123,0,0,0,2701244,0,1924945,31281,0,197582,3029653,919494,4916210,6684576,509063,1797950,478883,2842315,3131971,2948918,1097219,662756,554698
20130827,201065197,0,3807456,75149,9815,0,3874051,131155,608564,7934124,692456,50516369,72531,1003030,131365,304062,1189761,183601,966107,396731,372111,2397228,1832574,15976300,1238674,7661492,11062458,18732562,12836693,5365718,316706,3865893,923345,0,0,0,0,0,0,0,0,0,0,0,0,0,243,2948757,0,0,0,0,0,0,197186,1021764,0,0,1981659,204949,392949,501424,2019006,9012778,1527717,2292259,1732650,5392869,1799645,2422179,2321742,3488511,3087170,3024437,633135,584087
