report_date, total_purchase_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31, bank0, bank1, bank2, bank3, bank4, bank5, bank6, bank7, bank8, bank9, bank10, bank11, bank12, bank13, bank14, bank15, bank16, bank17, bank18, bank19, bank20, bank21, bank22, bank23, bank24, bank25, bank26, bank27, bank28, bank29, bank30, bank31, bank32, bank33, bank34, bank35, bank36, bank37, bank38, bank39, bank40, bank41, share
20130807,151013683,0,1620369,598193,0,35706,0,69284,17990,878114,103398,689160,0,4025141,0,151420,1871584,8969,703869,199073,2577270,2478748,6391355,697904,3710035,18318447,4531737,36213722,1193024,2646669,1587967,50059,252478,0,2981539,0,0,0,0,0,0,0,0,0,0,29653,0,301006,0,2954167,0,4097551,977937,204389,0,0,1514865,0,210523,0,6038322,5594339,5152527,5022445,0,2095355,1880526,3225025,2692647,3951779,2476485,3186523,2516850,1449225,394804,443516
20130808,173316015,0,2514971,1743120,0,0,1497403,90220,14877,566619,49299,1238093,5027819,2142020,0,566655,472149,0,894724,300802,309813,3604228,1448051,316521,1422986,11176214,30086563,8065761,1785261,2847318,34773490,874891,2616568,0,0,0,0,1954636,0,0,0,0,0,0,0,0,0,1684855,0,2963332,0,5439556,101940,0,0,0,1012871,0,5027038,1987910,5434661,1885985,1020649,5420139,1914471,1028362,1243639,2387906,2957330,983902,2388267,4154901,1074955,3777171,574681,450422
20130809,158270506,0,3648990,0,0,408871,0,0,492,475197,82088,528264,0,1985144,0,187899,172690,173343,1832105,605659,2009925,64777,4388079,12285534,3851614,6009493,49727628,21802128,11116,9035334,5946686,1529618,605861,0,0,0,0,0,0,0,0,0,0,0,0,2776,0,0,0,0,8047,0,204058,0,0,203058,1020135,0,1456057,10096,3654471,2414468,0,202279,794715,0,1732682,1834692,997654,1725128,4294738,5227684,2003477,1793656,860988,461112
20130810,124829639,0,1302465,1042335,0,0,0,99,3911,478974,103427,267811,255217,102129,0,50115,58630,0,771151,642335,8308855,4371302,1388126,3607142,5281777,4691343,4431505,51242072,383890,138042,268017,2584341,332246,0,24630,0,0,0,0,0,0,0,0,0,0,0,0,981949,0,3027289,0,0,202693,0,0,0,0,0,4069548,49933,2032547,982307,0,1920420,500910,0,1915509,1703398,2331550,2678354,528664,4504651,2449693,2053809,291850,472678
20130811,155784345,0,3976491,10528507,0,222356,0,13457,9902,0,1566943,3377001,146762,0,0,60563,261033,291750,508349,1251811,803660,7441580,4543177,2642407,3228257,3904835,21478744,38022023,10596486,1777160,166883,295622,1131693,0,1961876,0,0,0,0,0,0,0,0,0,0,0,2110009,3000739,0,3064921,0,0,0,0,0,0,0,0,0,197472,0,6310805,2390509,49414,0,2451722,989519,0,4488488,637511,2025262,2379607,2634429,1915385,461808,467417
20130812,180479303,0,3816714,5463364,585383,19572,244995,10901,32387,1712266,104093,346433,0,506,0,4400211,12561269,11042168,7492429,1234313,743446,2830437,710754,5448169,3527027,10050334,18064361,12310721,7962854,7613294,5299541,2357290,6028170,0,0,0,0,103,0,0,0,0,0,0,29,0,0,0,0,3020843,0,0,1320164,0,5474385,962,1022211,1998839,0,1993949,4532883,0,2124949,2166082,2820406,2283408,1263526,1327641,603865,3305145,4742176,2759998,1647034,3023566,580101,453636
20130813,153118562,0,1833048,4557953,1107230,25327,202295,246330,65342,0,65983,135663,0,0,200414,96455,206705,0,226915,2355832,363337,499852,10984984,10051841,1101323,26041196,27194269,23123901,6403491,359122,2077319,201971,211546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000983,0,4061819,0,0,0,408121,199781,1909931,0,1417510,199193,0,710977,2140724,4254335,653072,588803,3022970,2240844,2958246,1662450,1116977,2695145,1314359,148962,473716
20130814,185198902,0,2464009,9179186,0,332220,392812,21464,45353,641972,202304,854034,515333,151749,0,878112,814286,9126602,480280,812124,818497,735007,7143663,4948217,14434992,9909033,14080214,35287647,2519522,5561164,16805700,310957,167856,0,5956221,0,0,0,0,0,0,0,0,0,0,0,0,5064978,0,0,0,0,0,0,0,0,600859,0,2819605,1118686,3657037,2987851,1911024,2527327,1732454,3504733,399607,1937524,619174,1375954,2472357,2444493,1950718,1705705,263002,515284
20130815,153569728,0,3490503,987281,0,34796,350368,220838,358461,284372,0,15147,3078375,1065008,0,735850,912414,0,1336653,2002551,4566425,1303861,4430454,15720758,8678120,15409011,12146540,16268489,1849999,3844157,2394561,1515424,2037617,0,0,0,0,2033435,0,0,0,0,0,0,0,0,0,4998,0,0,0,1957191,0,0,1296,5922447,2317694,1997340,5456800,3038603,2823769,20402,1208656,2222340,504521,62513,601188,3776077,1465354,2238092,3225218,2202593,2329195,2357140,237360,527473
20130816,230483067,0,7477974,827925,0,0,0,800771,404555,434616,0,239026,0,49915,0,921123,157979,0,803930,13511467,304313,2434980,7640138,4185879,1487733,12882923,5065659,107389240,3100332,641290,914160,330000,1326643,0,3026298,0,0,987842,0,0,0,0,0,0,0,0,0,20299,0,0,0,0,300670,9985,0,0,5114764,1959700,2989899,0,123407,495294,3968581,974202,8418027,2206045,4713963,4837437,1563716,1669829,3659009,5042595,1493499,2733382,300476,541577
20130817,79642271,0,5769267,79716,0,328304,303375,562793,0,0,10118,315089,0,0,0,0,54399,247090,454999,98415,307242,9521936,302885,2766361,10503237,1110156,3442324,16036474,324234,251005,3406737,490,12273,0,0,0,0,0,0,0,0,0,30709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203369,6404,3173973,0,0,3962308,501421,178494,588520,1767280,3405192,2722544,2990316,1087813,1767315,496746,550948
20130818,86050360,0,14521230,975054,0,152349,0,365177,976,283377,2213030,233288,0,0,0,0,10237402,37476,83679,23884,0,1350376,838318,1611494,7815719,6184845,3249479,3572085,2694489,1647388,69104,114140,399167,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,999059,0,0,0,0,0,0,0,0,0,1003083,0,521620,0,1471537,0,0,4996083,0,2559948,409514,697300,2885746,3516388,932891,4637305,1557228,639164,548796
20130819,208098152,0,5932677,38962,393425,56471,234312,741153,0,72617,5095959,885941,1553414,9775,0,147413,0,11943804,3734430,1857465,581132,1128820,5118013,2516477,6266019,6692313,5013733,60423508,9917190,930287,5275034,177819,5373708,0,1012051,0,0,0,0,0,0,0,0,0,4998220,0,0,4399075,0,0,0,0,0,0,493614,1230822,42061,2011893,510753,2644070,195989,2449729,4958154,2003818,4251962,9538889,1494121,928985,4070331,2307590,1778194,10157651,1523704,1724711,722284,537610
20130820,160853169,0,7088918,384662,0,49779,0,202839,1998,255135,21299,1441704,15864,0,0,0,283273,5360,1262586,566882,7700390,721960,604994,6570697,4325386,5216417,21811334,22200190,3396569,2239675,10269432,244826,848693,0,0,0,0,0,0,4908610,0,0,197061,0,0,0,0,3212953,0,101063,0,0,1975815,0,0,0,3844177,1966078,1050397,5495661,506486,1529445,1011582,3004076,2248571,5983611,2318455,2546383,3126916,1602850,3535701,5261365,2706348,3038121,1380749,569833
20130821,209209801,0,5109495,1004695,120032,16586,1055978,402275,302759,665500,0,340349,93478,9769,70301,1698169,20294,0,804193,680595,17368,2264146,15188379,2406717,1634523,4467900,22747976,14138923,3885564,1716936,83703132,256926,5057302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994535,0,0,0,0,0,0,0,956762,1448928,970,1495463,199724,301999,360397,9920,1972586,9061331,395575,755879,3521125,856072,79008,2218353,7374342,3047493,2263325,1410526,605228
20130822,129481291,0,2838019,2299905,0,3535002,520737,96283,0,495083,0,1203466,357291,2503594,0,5200539,5066329,2004,562724,1743688,87302,7418042,7380068,1630070,5628395,10512443,6277327,8347315,2723509,328257,13578291,1144246,372908,0,1005117,0,0,101726,0,0,0,100538,0,0,0,0,0,4878,0,0,0,0,0,0,0,4987706,0,0,1530121,59310,21075,1925898,1184455,895097,2609797,3922918,609010,2117390,2079417,1775034,3740420,2202497,3951749,1543961,652431,607909
20130823,115187302,0,2777715,348430,0,3516809,101624,303209,0,0,0,250924,366821,478925,0,142857,454538,4959777,1560161,55398,1120202,1776753,1179865,1218058,2547386,38299632,3921151,6558926,2070947,15527877,111447,410711,336305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17302,0,0,0,0,0,0,2998544,0,0,75421,316773,0,0,0,119905,862448,2157474,631247,3830788,1377470,1608709,2061603,4796428,2013947,983989,313617,625189
20130824,100304649,0,5829456,2418100,0,0,0,0,19582,299919,366710,98773,8199432,10303,0,196211,5684,100209,885613,344599,1378721,815521,2134761,1112585,4540840,6648377,1890982,9598252,17500255,316422,1411993,1221522,132403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488399,5083044,1386662,2000298,510976,302578,0,1976879,2205578,139440,403806,716025,1137808,1469597,802419,304654,4781929,2891084,2902276,2280082,416001,627889
20130825,73878971,0,2347375,1021276,326344,20690,898825,0,16769,224347,62153,341853,0,577798,0,151633,269890,793188,1216,100057,747045,33459,403791,2174446,1670777,13747462,6731274,13341139,2252144,494034,1152946,60853,9949,0,0,0,0,0,0,0,0,0,0,0,0,0,3572629,0,0,0,0,0,0,0,0,194665,0,0,196592,0,0,596170,323,69358,1509381,0,1661210,101878,2487253,4097973,2201242,3324812,1634204,744603,892065,621880
20130826,229957645,0,4769053,1497883,101674,2746534,1026420,222278,18081,294909,52339,4271,33919,502293,0,593612,144868,179119,234721,987989,665587,3172338,8957112,3226348,5958380,3339408,53872237,70701489,1807124,2719382,1247117,227029,1334072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028680,0,0,1470579,0,0,2100210,203547,0,491623,2973244,7364278,102313,7723701,3357267,3254675,995318,7171304,3268120,5404946,5013041,1648131,2604044,1544325,600713
20130827,188666959,0,3572208,0,0,100706,99498,12787,0,102025,2063085,761408,1512560,1535632,0,443264,103610,0,741139,349149,3357836,1843207,869838,6148603,4782921,11904863,12490237,62541151,158055,15589454,467295,2003517,1036661,0,0,0,0,0,0,0,0,1006928,0,0,0,0,0,0,0,902086,0,4019356,0,0,2463725,0,0,2029139,5448448,0,1782967,0,9956269,0,1830772,3808147,1562353,4102678,882752,2359322,3626285,2787682,1750551,2467866,674137,614787
