report_date,total_redeem_amt,tftobal_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11, card12, card13, card14, card15, card16, card17, card18, card19, card20, card21, card22, card23, card24, card25, card26, card27, card28, card29, card30, card31, card32, card33, card34, card35, card36, card37, card38, card39, card40, card41
20130719,29356947,26154702,0,4922274,30515,262986,0,0,0,0,0,743770,193172,0,403465,0,0,0,471298,6023234,0,236191,0,2473894,811019,147056,1786267,159247,207930,799896,439112,2694408,874431,2474537,964427,194760,0,2043058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130720,23290369,21514427,0,110288,0,71110,0,0,109041,0,0,0,30519,0,0,0,29773,218093,0,4891098,3679515,0,0,564276,5091183,448709,1377191,84205,202895,217056,379672,3081507,640692,287604,294904,373450,0,1107588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130721,33292242,30565974,0,346438,0,32473,0,197584,0,0,0,0,48776,0,0,109649,107591,0,10027835,5145448,1988024,210257,10087,5439504,578793,413282,242680,0,24115,1596932,1617397,369181,227943,1831985,140991,497991,0,2087286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130722,35389055,30314372,0,2689431,295427,2136969,100223,0,92167,0,0,203454,16965,201457,309389,0,100,197029,80035,4978413,398424,151269,749689,2938705,36560,351750,3494227,3100935,202596,1488258,1630485,3659586,453773,357056,1872040,790238,0,2412405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130723,43940831,37072191,0,2569230,508970,0,10079,0,0,0,0,0,362153,2309494,34560,469279,769,131079,180969,4926086,0,1089896,380921,946144,450708,1398286,689650,505072,1028645,935056,6465965,1660963,1320478,8697739,3729560,533683,0,2605397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130724,61442476,47670517,0,1069322,990218,30166,0,142224,0,0,0,324822,7273733,0,66014,1020228,564505,255638,0,6656011,397423,10275909,217415,1687705,1370387,261438,466954,0,599587,1554292,6266898,4374106,1649012,156510,8266400,2707208,0,2798351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130725,58899083,53154509,0,1916901,711543,0,0,406047,585235,203558,64,500933,352957,7249360,10178,1783395,241031,9710,356400,4897889,1479094,6902698,1735511,1034281,520955,1802055,3158415,742909,2727488,9725521,2147785,761650,921690,269256,2519203,1141128,0,2084243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130726,48620749,44719032,0,3357134,2289935,204400,50866,0,49201,3070279,106,0,66849,2690621,976207,0,26223,98360,5127141,303017,79947,960434,251969,843247,390993,213906,2716451,4211441,1561446,2909226,2922290,2991530,1552837,4802976,1574273,118850,0,2208594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130727,24896377,14856895,0,753614,0,18648,137195,0,0,0,6,0,2360075,2119061,30746,0,225057,48922,49355,0,20343,266612,108951,58635,526538,1447148,111659,0,131159,928315,834570,2744646,398692,1536948,1377185,6755442,0,1906855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130728,23659320,19844371,0,3119094,0,0,0,196728,20079,48967,6,99708,64125,1220388,410516,0,69736,202302,70536,197965,780236,0,693042,433275,1025246,148561,340922,204099,717626,2767822,180682,5998436,311743,522531,1218004,193657,0,2403288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130729,63686082,55546134,0,9586515,197853,220480,2002939,81502,0,349812,6,30076,225017,14894,0,0,2529,0,1018059,1519770,6118338,1670975,302059,1800150,1257172,35705,766990,10988762,3319939,5164441,716958,4443607,2254385,1457201,1464508,3612958,0,3062482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130730,36409379,31584803,0,3469803,0,53427,238810,833972,20170,0,9,0,0,105071,321651,0,66232,1276255,640300,1519397,249594,205384,199945,220369,243352,157205,1950645,483600,1357875,6863004,3227527,3278992,2542239,2059975,1156531,1059361,0,2608684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130731,52948901,43496711,0,2326593,202646,330643,39952,1441839,0,0,295401,259190,8032839,35159,139970,35203,105169,19623,80097,133207,1006580,4907535,741547,0,10171,6600824,2684516,5786963,957681,2553426,347001,3151028,14670,1257238,4263199,607440,0,4581551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130801,58373937,53013098,0,11174164,2496,460332,455989,0,0,0,102596,0,14667,0,102732,0,11936,745678,2353,180192,0,2775820,3149223,52778,6332423,171,903234,373562,1787321,12723389,2283625,5967143,2388050,1023224,1959214,512881,0,2888744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130802,77362022,71285934,0,13257815,0,0,0,113315,97725,31486,29764,0,30333,9920,653793,0,0,62472,334693,0,1032190,171944,9126428,285620,1574800,1245,718581,563111,1478677,3423581,889972,651558,33908223,2838688,2592184,54200,0,3429704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130803,27534149,23376710,0,2976603,0,19938,0,0,90530,128070,100051,0,0,220562,119149,0,5025398,186142,100598,22786,98677,1136085,859965,126922,141011,2063475,701011,858043,1219019,3025384,1172420,944573,1560391,479907,1278800,229883,0,2648756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130804,23534786,18284951,0,1568702,0,65047,0,146478,0,73255,408978,0,27151,9962,50072,0,1618294,194644,1679709,302629,1284845,75009,2161,762975,50571,444502,756079,9557,244542,899275,109382,3148749,3301756,1050627,1009099,616881,0,3623855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130805,58290152,53163437,0,5310747,4400800,3480278,0,111660,830,2149638,0,0,91159,507526,18652,0,332788,9982,0,5537182,482282,280471,929348,535371,420011,3366678,9484113,7777,2392595,1207091,2665126,6188128,1407978,1845226,980076,989809,0,3156830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130806,66530666,56075309,0,2935027,559989,0,101854,3006274,0,0,32427,168916,101726,269178,0,196618,977882,808749,137712,70716,6729231,322214,98836,105002,1009503,0,402517,0,3013117,5341146,5722372,972971,21224020,1767312,5481998,1359673,0,3613686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130807,63681100,54560641,0,3830578,49602,0,49905,0,0,43650,0,49005,0,53990,307618,1017,3090,126951,1773849,1673486,2438299,136751,0,471927,1002091,2493882,792611,858228,2072760,3010984,301155,14375823,16687217,1956172,5904317,591586,0,2624556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130808,59557488,51603141,0,4390467,5380017,0,649858,8831,29396,10102,122581,0,10196,514730,360304,231321,19979,201770,1090797,1160,1228037,348567,498541,1293637,6935572,1656176,444978,4485377,798729,8906053,660248,6981660,2737395,1606662,2784311,1917753,0,3252283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130809,78883527,68001049,0,10418649,786103,3501404,168820,1932835,15406,2010,239120,0,230660,338106,375280,0,4996996,539982,20106,210019,0,2017315,45824,0,399370,11887270,366506,2942511,221519,928794,347700,17861910,7086398,120436,6476286,1217220,0,3188972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130810,62615121,57965691,0,3743086,0,518924,50362,1845136,0,0,0,0,3465400,3312756,0,0,306910,118226,3566481,2046298,24962,129469,13,17978417,3072905,971693,3342262,11144,1181060,5839660,2251433,3650091,80020,458983,1570231,892341,0,2186858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130811,41375294,36188789,0,847350,0,390734,0,3751075,0,50011,0,0,534606,11858551,61,5062,19716,98581,20073,511972,255725,417536,20500,803053,963137,1937886,1241247,481402,1680725,1214613,1238408,3242379,4589446,14940,2381458,962299,0,1842748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130812,94186916,86674389,0,4598108,607591,167674,101451,713825,951380,0,3042,4330042,354627,5346479,867627,504341,2463,401345,0,2075788,822145,234580,955507,0,3416364,4468496,368721,181822,1715593,17126282,17490163,3847073,12816622,2205238,2052911,1010912,0,4448704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130813,79558932,73639333,0,5372136,0,243556,0,396609,992935,0,0,0,142,19960,318463,4949,0,6856425,0,172336,926772,5640664,209914,2587475,19846,1028370,1534832,2028011,1225594,7900674,1211998,3953475,3698638,27295559,1828607,1374274,0,2716718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130814,56018171,50887940,0,13876509,3333102,0,0,2660418,91352,0,0,0,17670,419314,1059279,31423,0,1210452,900,1267569,177926,1280872,595651,501144,837994,1228859,1999970,772725,1539733,5177717,2650620,4953459,2136345,3066937,1953697,678113,0,2498421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130815,123075191,116682973,0,20947492,7840496,1954,0,1088885,0,0,0,219035,0,23958193,131569,0,29619,1064728,193737,445369,4058518,1254746,531824,456784,1868312,875532,2553871,1255522,4500732,5840434,3361995,3974278,4719122,25510226,3096824,962611,0,2332783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130816,55143603,51188003,0,8917182,114277,0,0,0,60997,508379,0,0,48055,2524023,488473,0,39619,0,1214004,0,4523693,1065576,5134,485205,393114,647714,6939257,2006574,2689900,5932385,3910188,3900964,4198261,575029,726486,576523,0,2652591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130817,30284740,26381437,0,339599,0,123711,298664,64509,799427,0,4,49832,0,792837,441920,101817,11929,0,1219248,2478978,269620,297586,1427217,88106,874254,2776584,2614101,43707,344652,1916608,1730448,6684948,148232,442899,479646,618572,0,2805085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130818,66925527,45314779,0,2652456,0,0,0,48905,0,491187,1396447,526481,0,29809037,0,98,19272,20319,1553310,30052,203,432266,8815,248251,521975,336547,159482,723024,218576,1874628,188032,1167399,409028,2478989,1480444,5341962,0,2590101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5028262,0,0,0,0,5952481,0,0,0,0,0,0,0,0,980762,0,0,0,0,0,0,0,225499,11237,0
20130819,75437301,57618402,0,3727073,182755,265154,212265,249476,0,9830,142772,567812,64030,2575399,0,1004382,11605104,0,0,293666,521046,2396923,1549563,135425,463822,159617,6270993,3631935,1047406,1423632,3520642,8250785,6753688,593207,4191725,504160,0,3615896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937310,2164665,0,0,0,195164,0,0,0,0,0,0,0,0,5711,0,0,0,995827,0,1050016,0,1905060,245555,7810
20130820,54085868,45107613,0,1200354,0,0,0,211860,118022,993555,78,0,569164,8539102,327085,92239,13728,82588,108462,518460,531619,4720995,493062,463531,2173913,1262016,663739,1019237,3786559,1723599,970222,293490,3416599,10814335,1694116,2053827,0,3629889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512222,0,0,0,0,0,1976,0,0,668299,89770,328156
20130821,63953557,45083443,0,6807721,0,3989,62832,118099,97694,0,3,960780,153958,2580937,0,0,30210,30238,172449,104455,489148,1004371,0,2603854,588131,2410731,1874636,1283678,3368653,507882,5079991,2004306,11626544,1118153,3536266,1277695,0,3658163,0,1979695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1953986,0,0,0,2454326,0,1012119,0,0,0,0,1291923,0,0,0,0,0,0,0,980280,0,612749,110440,2472
20130822,77562736,44866641,0,6523739,0,15336515,0,0,0,0,8,60121,137819,2045166,195623,0,0,729959,1912615,450001,2956149,604060,583767,51059,2489137,127167,998460,207475,157429,461632,910798,5418505,909051,1600386,8104045,2026803,0,3480410,0,981566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277,0,0,0,1017737,982057,2052040,0,180530,5419612,0,3276588,1405256,0,0,0,71276,29422,0,405819,1173042,426798,1197597,462220
20130823,76867637,36950469,0,4455354,118323,0,0,660372,0,262338,0,17641,19798,930129,1106893,278639,0,197719,401472,719000,109383,989634,204343,549049,4,5102951,740600,702235,11491194,1440046,1157081,1466705,1228783,2600783,4816221,1603311,0,3211605,0,2634986,0,0,0,0,0,0,0,0,0,1826217,0,0,0,0,4982343,4928226,100303,0,0,5075050,2930918,0,1970717,1272732,294846,679378,0,683250,0,0,0,0,171710,149358,611316,538009,105538,382747,489199,459188
20130824,39106878,20758390,0,1140795,0,0,0,0,595859,1108677,11,0,0,3543254,159416,0,0,0,20764,591069,50165,560767,2936655,380440,1337065,672055,197218,317216,1089362,2587355,1121583,810874,924932,612858,3768536,498938,0,2779782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210220,0,0,0,0,0,0,0,0,999699,1590385,0,252456,200617,0,302826,0,0,533645,1185182,20318,4429389,10044,652245,884648,29558
20130825,60953902,30183609,0,1762119,98758,0,0,30576,408337,14900,140100,201002,0,0,120040,0,0,116818,201323,0,3933952,338336,4695389,608184,2135474,219586,1688862,286407,171161,705028,7432626,3573924,479553,821154,3075735,777325,0,2620694,0,7962196,0,0,0,3618405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906017,0,1953784,197485,5,0,2859006,0,0,599921,799594,204358,44606,0,3195118,0,629895,596911,293905,435333
20130826,74101528,33524894,0,3292592,40867,265870,0,198649,386142,509,322430,101650,988883,2196964,379429,501099,0,295763,469624,0,2264703,325527,259395,2437903,460620,46598,517510,1042793,5062193,461908,2737293,5240203,1298793,1928984,4463025,998720,0,2755920,0,8959653,0,0,0,1989351,0,0,0,0,0,490325,0,0,0,0,1563891,0,0,0,0,2010022,0,0,531722,0,0,991989,108606,0,0,2672549,0,939495,1718708,1545613,5840539,846060,8,700892,509959,939587
20130827,97844573,47884022,0,12478701,0,220978,119522,197324,25014,3991,151372,55438,1441515,637649,455599,0,620461,629302,1707417,784219,1027710,93507,671888,615399,7583193,1914661,3673102,1087976,4616495,95464,1430220,1743211,1312375,2490319,4945695,1057900,0,4468287,0,30299,0,0,996437,3062798,0,0,0,0,0,0,0,0,3987632,0,15068465,0,0,0,0,1023299,4990717,0,0,203432,1594461,0,0,2613189,0,202785,30640,19771,521784,1356765,320100,2045,773420,1976839,436977,276814
20130828,135996224,88488237,0,20181213,290248,137596,1914017,0,0,110687,20059,99877,295099,0,5242935,664056,64374,0,1346400,2869829,636579,1888860,36742203,455698,173176,2110458,2685760,47447,100534,101790,1036556,6482967,408804,2381015,9341916,1351527,0,3870014,0,7015957,0,0,0,0,0,0,0,0,0,0,0,5093664,0,0,0,0,195980,0,2982367,0,0,0,1013412,0,0,0,0,0,797770,0,4092,2658525,5121875,1495505,1231568,1518870,436341,2287041,418303,673260
20130829,125670911,59146266,0,6361563,19954,0,0,5958,40758,1027883,299854,295184,29969,0,430685,12015,66340,4909,3170203,0,2959394,716002,2489501,1128152,21690749,780824,289916,6532823,1102113,827812,5389660,954127,2172771,347147,5166652,937304,0,2626116,0,35488957,0,0,1013,0,0,0,8226,0,0,0,0,0,0,0,686346,3042124,0,0,0,0,0,0,2222648,0,1299937,2067428,9929,503199,0,3524549,0,24563,10184,6186688,1071874,361953,78904,0,899281,306770
20130830,51062888,28024312,0,2304946,1170,10053,0,222185,1258991,4562,6,13249,0,301656,582587,393500,2211,116215,2185511,0,234039,71762,521824,99903,866566,11179910,826952,1457450,100663,321813,579099,851384,2353437,1162668,2814484,3900962,0,2692335,0,1096335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656089,0,0,0,0,1121286,0,51169,197580,0,0,0,988353,95,3311316,0,338523,0,855960,0,63561,515002,1720094,545346,170086
20130831,69778442,46663780,0,3536231,814655,0,0,39251,49765,0,7,500719,1406396,110436,329461,651969,4058302,0,1140397,334978,498679,899717,4183963,305819,483937,7551515,810039,1376699,748902,13638540,2019146,100445,908849,164963,4331436,2572483,0,3021486,0,0,0,0,0,0,0,0,194065,1007438,0,0,203952,0,0,0,0,0,0,0,0,0,0,0,0,0,100507,2001988,78302,0,0,4968932,735934,280191,69280,315461,295098,281731,356927,574940,855243,869268
20130901,60517475,17303051,0,3102504,0,0,0,1516,57584,0,32511,80262,0,662733,470318,30371,1289778,40032,510903,0,1524127,158830,93719,294,583009,20924,1267981,3125295,26756,579239,407418,153720,1084132,1999095,5180168,476713,0,2622509,0,4935048,0,0,1008169,0,0,0,0,0,0,0,0,690854,0,0,1020481,0,0,0,0,0,0,0,2007588,2962675,503444,1431779,0,0,537770,98526,29539,0,501388,13502800,525760,1339993,897165,1304533,1169792,467730
