report_date,total_redeem_amt,tftobal_amt, zfb0, zfb1, zfb2, zfb3, zfb4 , zfb5 , zfb6 , zfb7 , zfb8 , zfb9 , zfb10, zfb11, zfb12, zfb13, zfb14, zfb15, zfb16, zfb17, zfb18, zfb19, zfb20, zfb21, zfb22, zfb23, zfb24, zfb25, zfb26, zfb27, zfb28, zfb29, zfb30, zfb31,category1,category2,category3,category4,card0,card1,card2,card3,card4,card5,card6,card7,card8,card9,card10,card11, card12, card13, card14, card15, card16, card17, card18, card19, card20, card21, card22, card23, card24, card25, card26, card27, card28, card29, card30, card31, card32, card33, card34, card35, card36, card37, card38, card39, card40, card41
20130711,22046059,18078117,0,873999,0,0,0,628263,494743,488221,418,24167,0,0,0,0,214667,1496131,99762,411281,2661403,265334,20269,50365,179408,2960807,659173,215112,3057214,2202739,0,41402,497974,535265,687773,449400,0,2830769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130712,18300289,15925259,0,4447127,200110,0,0,0,0,16239,9474,0,19623,0,0,0,0,55431,1018782,0,507573,0,819555,0,664869,66621,39807,0,2197576,1161773,3406922,328662,156752,808363,624470,123708,0,1626852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130713,16731966,14618120,0,1065065,34984,0,9930,0,0,3004604,0,0,71003,0,0,0,162805,994645,10071,0,0,175124,0,3048210,2519345,29333,480413,0,1849311,615268,60644,35887,99698,351780,745215,301111,0,1067520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130714,27812261,25121349,0,10425579,0,0,0,2130,59840,30291,0,1024457,878373,8,1004529,0,0,1457108,101961,0,10224,2027,49583,0,8104,100204,945026,3479140,973,1313503,744422,504650,2642217,337000,692789,297773,0,1700350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130715,55116249,50222884,0,9859775,330508,0,1974208,0,0,101,0,1990,0,151493,0,48,1218384,887885,448706,1958,10129,20981086,0,4313197,593776,91327,434071,858724,99982,3879726,106498,1163816,996926,1818570,2125226,529095,0,2239044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130716,54367170,50434247,0,8089355,98015,60100,0,490995,0,58,0,209825,27370,3078571,214024,1145736,69987,18165,85,449542,9885,16411151,1123425,403712,299269,2211252,141790,58247,403066,4930968,1155480,1548073,2028345,5757756,1853628,707920,0,1371375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130717,45060341,37969344,0,15174613,410343,0,29720,120519,0,0,0,19882,0,0,17013,0,91535,0,85,113692,0,15128549,0,19976,115498,233083,152475,0,1503313,149936,1019920,272700,574071,2822421,3029198,1586852,0,2474947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130718,25731560,20834048,0,1329158,0,0,0,0,1214389,202007,22692,0,0,0,13056,60933,0,651591,1203936,0,118508,5638730,921325,1385039,727050,149422,1977240,549393,138205,1397034,0,1733517,672464,728359,896200,257743,0,3743569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130719,31941311,27468474,0,10541225,102244,10100,30578,10129,0,9091,81615,95090,5946273,0,0,0,317373,9794,358459,120621,4903,1418286,0,281169,1027560,388309,678686,537183,184960,742934,118049,2094779,2053988,305076,617921,2307660,0,1547256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130720,82545582,80028417,0,1496626,9890,217067,2995,0,0,110847,0,0,0,0,225856,0,2184137,0,17071,0,0,0,99088,14709,1308676,10232,49365,704155,2012819,835215,271429,69955869,20174,482197,838552,304599,0,1374014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130721,30565706,25269463,0,1616944,866455,0,0,0,0,58,69931,0,160361,19958,312409,1075026,99257,855896,425138,1861825,10032262,1218721,0,9868,1168548,71408,2197938,129225,22195,908696,25566,78479,1564404,478895,2335727,473474,0,2487042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130722,67759707,58062640,0,1347365,0,0,0,49654,0,9,1074118,0,1007152,49104,10140,0,263534,9975,199470,579040,207086,2746433,49346,58907,1540711,4022334,220986,131688,2001161,9948733,541982,29122733,2636736,244243,4159623,2025186,0,3512258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130723,59762619,53425907,0,16073320,0,85820,0,0,0,81,0,78967,263586,512312,512032,9788,762918,395030,182919,3414868,203907,611352,1217391,15807,1662506,1744368,784440,600820,410679,715856,3397032,15275016,215885,4279207,2729007,263348,0,3344357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130724,39424121,33695798,0,12133167,614305,49950,532873,0,0,9,998,29668,0,0,0,0,942792,51793,203514,49577,279652,623157,279929,1150484,2497257,376773,417799,101496,2481546,2324036,61475,5773611,407030,2312907,2770185,235415,0,2722723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130725,51764200,41494420,0,2957457,4919,1048577,436114,1011,0,279798,6068403,0,0,0,584264,73910,0,158972,81,0,59069,5086589,67506,3684633,188816,268153,1439761,770208,2340268,802122,1180332,13305570,3344,684543,5754400,297936,0,4217444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130726,41900767,36562770,0,12623455,19587,0,0,0,0,2762056,0,156351,4961,6114,5113,0,9874,107572,247206,284933,1249355,189219,148776,1552223,323920,149052,207167,3434076,450707,1137188,2120999,7513903,1052273,806690,1601308,471730,0,3264959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130727,40057095,36202503,0,18246271,0,0,19969,762230,0,14990,218456,982,2049,428292,40947,127640,5117663,166969,86289,0,385594,729821,51608,155599,1057080,212871,464805,209872,241047,465160,1030944,5645346,300302,19707,1265025,743041,0,1846526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130728,22044292,17513271,0,4406871,19793,0,0,0,0,0,39560,10220,2043,0,66227,0,603587,0,0,25556,506262,405137,9801,248515,545763,449627,1361195,223226,687352,453581,2541459,177367,2548009,2182120,1570222,334343,0,2626456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130729,64669683,60694377,0,1588237,27854,0,2951,0,1200299,0,89642,3185276,27156816,0,244859,11970,398823,199798,711080,559083,2016808,1306654,20554,1119790,377460,3521715,1359011,276557,2662035,9088870,908246,1478163,891288,290538,966996,420373,0,2587937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130730,74137709,64654788,0,8806493,0,27271,0,49703,0,3040627,0,400747,1989,98163,0,0,181722,212667,489871,42193,3163783,7286,238545,2551572,5890987,5207938,3931244,186868,281337,5832591,11676687,3242330,7292710,1799464,5294726,982595,0,3205600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130731,59459072,53531389,0,3198821,31847,833,0,0,995,0,91145,26368,22100429,20087,197995,0,373592,697400,1500375,2353747,92,1339497,31400,3953630,237121,29757,5438912,497670,1838034,2622697,3102119,2732162,423540,691124,3099213,197158,0,2631312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130801,41559970,35063209,0,4160393,507308,116938,0,0,34187,295529,0,6750331,2486841,29744,284,2867274,580439,217253,351137,2075073,703353,521733,333487,635373,1046997,115684,571840,203906,2484539,1550,3417412,1872348,1748229,934027,1882775,1303357,0,3310629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130802,37600789,29917985,0,3911250,129924,0,71614,99573,0,9834,1498048,0,23374,19961,1987594,0,846378,148444,0,171715,476976,116654,1150086,109373,1203048,688404,3430865,455834,378313,759026,1469640,9752035,712928,297094,3683931,438181,0,3560692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130803,26542205,20667148,0,4429280,73462,0,0,1235397,810885,244928,0,47757,0,19797,12958,0,47246,101000,197692,52569,33922,88212,339021,1647021,122359,2620860,2900653,257531,182489,739600,398226,1457502,2341732,265049,2732864,520190,0,2622003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130804,44363222,39877082,0,10334142,0,97839,0,0,0,0,0,0,101854,6031,0,0,236549,844062,154510,132270,492427,490099,100233,309128,463994,391373,2075486,613308,4294144,9973650,1291302,2275563,69164,5129954,1646775,329888,0,2509477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130805,65338007,55610562,0,3005300,337472,98321,3982669,35542,0,492419,29441,92433,1395740,0,59869,40648,10089309,3819259,769072,2275350,4767022,3942404,75196,534334,200650,71152,2483532,2005507,997834,7686841,551152,2238155,1580546,1953393,4477274,999932,0,4250239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130806,70121588,62158620,0,657685,59354,1538,4780255,0,2057387,709362,379586,0,0,4834971,59497,10243,191889,2487192,51144,1691305,3808115,3060236,118174,418260,2250781,1675112,291650,696486,355411,1569154,21668078,5460550,780753,2034452,2376323,782008,0,4804637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130807,69020943,62057392,0,10213253,1188,0,180208,29462,0,0,199250,0,19690,0,12083,78709,869407,377019,2795888,1067245,2891964,16067035,0,1392147,1777616,4888263,1411729,6108925,1334414,133324,7325553,2077356,388293,417371,3113636,577174,0,3272741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130808,74245716,68861404,0,13387631,0,0,58956,19913,0,101,502100,218091,815975,1205087,2390652,0,254648,60551,903793,555536,5336444,17923066,218006,706730,2192202,349352,512793,1158546,1458342,1027952,5756917,526051,7573038,3748931,925370,1410217,0,3048725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130809,54769573,48989072,0,5989942,0,0,0,0,0,0,11941,0,0,0,22129,1673908,20315,0,0,256537,69678,15063506,415020,0,2603817,287365,4385044,1174459,9563927,438146,71769,556994,3048496,3336079,2534601,469497,0,2776403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130810,69136310,59263732,0,9875126,0,0,5004,0,333124,0,19795,0,100309,3927,11629,347132,293348,202214,99935,5843286,390742,20931269,116815,4892920,97826,422293,360123,596388,856555,1132886,250315,4505571,6054767,1520433,4600787,167735,0,5104056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130811,55427761,45749341,0,3114150,369730,62615,0,61072,332608,0,1172717,1045339,0,0,292305,0,1379530,21177,202919,0,756697,15737875,37265,444110,279332,3853111,2157347,270426,595402,199295,5276491,5567998,1645546,874284,1646801,4342265,0,3689354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130812,80773448,68095529,0,11744676,5114,290961,0,0,99655,0,589441,3628756,195570,1643558,1458031,20048,553340,69382,770561,2589218,3170391,5154094,183280,5032342,7717481,5286354,1038004,830665,436764,2817537,416376,4775989,2636229,4941712,8071601,593079,0,4013239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130813,91256470,81689702,0,20120087,102043,155252,3986647,5655,4503,102381,540215,297764,99310,100329,0,0,3453713,425611,125861,4249067,595550,16317748,866247,339675,4852667,402389,1485378,4903512,1991468,2463046,6684068,2469660,2378040,2171816,6586169,112870,0,2867729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130814,63204820,57973529,0,26899165,0,120057,0,0,0,3951,496161,0,1347464,102433,49603,39403,1242338,0,0,527154,2404704,446238,36811,804538,2947855,129504,574605,801432,4068165,0,5218136,7058720,2515403,139689,481382,1210465,0,3539444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130815,59770163,53255115,0,24707063,0,4987,2319693,0,71838,0,1011266,1740702,161569,350933,71814,158388,52509,0,637837,1113936,1045814,222647,2464156,0,479762,1052930,230922,625636,654449,2621130,1597044,3691887,5223217,942986,1919400,837217,0,3758431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130816,54846511,47598792,0,3301974,81756,0,0,0,72290,0,989262,19838,521791,393844,1019575,100886,2325087,1002372,251023,3749719,4910045,18036,10182,367380,276847,2370279,6695467,706841,4255585,3444642,5478377,2611588,2058361,565745,1821009,604461,0,4822249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20130817,35793786,30715235,0,3492124,0,692302,0,49477,0,40887,40135,1355,0,99015,10153,69400,498235,22743,287827,20292,239778,5186360,15186,1869852,1153541,259697,1721165,3313547,1329560,1297577,1020490,6002251,951949,1030337,2054356,289900,0,2581461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,0,0,0,0,0,0,0,99816,51001
20130818,51116403,40050212,0,7216675,0,494597,162695,42756,0,1965657,2002790,1392805,10011,0,167125,118804,511951,212710,0,0,58364,22510,100902,702021,3047073,1142427,1402538,216370,678748,5784343,3235287,8683118,257540,420395,6408867,326045,0,3921553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10318,0,0,0,0,0,200902,2932,195574
20130819,66398761,51942800,0,3608087,0,1239439,4071153,0,4691316,0,0,870883,493993,1412179,167340,434830,311523,49498,171116,592912,79818,3447962,519884,2534804,390924,304066,1972903,1058930,392797,1820266,7252691,1441919,11705706,905861,9072600,829139,0,3377475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13437,0,0,0,0,0,769190,98645,0,95461
20130820,71532646,58779847,0,11701994,0,0,9995,3952835,10205,30220,1778995,101,181783,29728,10212502,1934297,1199629,186711,773959,235870,802545,159735,80392,345876,3657362,264697,677221,2668332,517671,670743,6076949,8987663,1178672,453165,2595465,562234,0,3752405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4980973,0,0,0,0,486761,0,20354,30022,0,0,205621,108744,0,10220
20130821,98511807,82958039,0,6493114,0,0,2666161,0,1832,37095,6076440,1200265,739744,0,9810372,0,30688295,7817,1888667,560444,444424,3211208,113104,192506,1821443,1103792,712215,1117426,1612391,1877297,5425915,2781408,896905,1477759,4746660,807860,0,2629747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196665,0,0,0,0,0,0,0,0,0,0,4879424,0,0,0,195944,0,104079,0,9884,0,29782,910025,974053,10065,59580
20130822,86499939,55262350,0,7940073,202268,0,2015362,0,97561,3453937,405628,98296,2064658,224406,563582,202908,15141733,0,0,0,527204,655840,495762,6830116,631322,45641,133083,10140,2745646,197024,202666,8515664,1207159,654671,9730848,719590,0,4102432,0,2627102,0,0,0,0,0,0,1202652,0,0,0,0,153723,0,0,0,0,4010219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525596,441753,102262,1374247,464291,1276993,2376873,1129008
20130823,81660445,40837959,0,8178121,0,0,0,0,1313103,3451858,501639,31426,1040799,0,239837,1171743,4434501,0,421654,10100,1552314,1765345,3417407,1769635,1633175,2083368,691896,83124,415651,1082787,4167748,350903,770631,259194,5654030,769961,0,5447007,0,17898367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12153,108383,0,0,5337106,0,171254,2129005,122398,0,36,98475,297697,10904,0,405188,302973,311749,1140997,604803
20130824,67043497,46048441,0,17071255,0,0,0,0,0,0,159218,1305370,109004,198341,15228,0,990815,20144,500643,267557,14,10642988,886564,4938721,597520,172343,550661,1027689,2513451,191628,217236,953449,2702626,15976,6777114,573806,0,3411992,0,5121272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,204057,0,0,0,0,0,0,97880,0,496240,0,0,0,49114,979425,49418,927433,40996,0,16,221592,221855,1021268,801277
20130825,74745835,28925854,0,5105249,0,0,0,0,202840,49707,1822979,551514,87975,1440156,22734,197032,299893,0,0,0,277,267479,370779,1600899,1448379,1463664,7566484,739227,2196475,469876,597327,147024,2232419,45466,4359750,710194,0,2287794,0,24505934,0,0,0,0,0,10000252,0,0,0,0,0,0,0,0,0,0,0,0,0,355208,0,0,0,0,0,0,0,0,0,102088,0,0,0,36,542430,0,1094448,581467,630747,649633
20130826,100484900,64827160,0,12942190,0,0,234243,103393,1015941,0,0,1022671,30478,831292,12258076,0,473799,131018,370451,1052907,638124,5531706,176285,2643778,2190150,2757041,5102716,3623209,948098,6243030,985650,2918873,579202,22839,4838783,5464928,0,4713223,0,0,0,0,0,0,0,0,0,69635,0,0,0,0,595386,0,1000333,20115,5238276,0,0,0,0,280218,0,783570,0,6805925,0,0,90427,0,0,487640,3006,635951,295996,1129655,1364790,1385733,192750,261400
20130827,82944250,36252087,0,11771433,103678,0,100581,1272,29454,502790,127739,3542180,149015,30419,1002992,1073304,59673,187844,9689,0,798,4116897,1011687,494779,534128,2194588,647843,304018,744564,3766531,1136486,295123,1178048,1134534,5972017,847259,0,3864720,0,0,0,4524524,4056090,0,0,306575,8993196,0,0,0,0,0,0,0,0,0,0,0,101792,0,0,0,0,4882118,0,5346852,0,0,598662,409420,596762,204551,385285,101678,2033785,457498,188162,529413,1419538,872266
20130828,99807687,51980977,0,11760253,0,15247,1551949,3064110,1083,490253,10183059,1230118,979686,0,10027895,1007137,11806,412125,496167,406683,0,293396,266135,245851,719835,514210,62782,186081,647631,508065,4074263,1682636,1086128,56393,12931827,836733,0,3737586,0,99,0,0,0,0,0,0,0,0,0,0,0,1352,0,20472,0,0,8115456,0,0,0,0,516309,179745,2558417,0,4975172,4021842,1360001,1394859,0,1676571,0,99958,904453,1769945,29708,1261643,568526,606185,259851
20130829,131776147,64484667,0,5247612,0,40891,0,0,20945,335792,3059774,9911582,564941,0,5774527,10012,133717,9895270,0,6877503,562486,5910266,16756,0,1193906,503304,567979,10885615,625425,71125,1511904,188592,162739,412004,3837212,1344116,0,3120408,0,12969363,0,0,0,1490278,0,0,0,0,0,0,0,0,0,20182,50744,49459,0,0,0,3044423,2032358,0,0,6811894,0,16736266,51116,1300512,0,51005,21916,1018616,2035814,228,995054,3679151,1820233,3425239,811048,574845
20130830,84859725,38731164,0,4951648,0,0,19840,1001183,37147,395573,2025976,5740619,8498724,0,5961237,58889,170673,57610,766858,609919,1449947,77715,171777,714147,531729,10759,304895,612621,2275476,309011,707354,776290,462995,30552,9980094,683198,0,4227990,0,5117840,0,0,4032308,0,5080877,0,0,397046,0,0,196038,0,0,0,0,0,0,0,0,9944,1017362,1018187,101316,0,0,5188918,0,97509,244153,0,0,620845,1218431,6125,603590,632223,1690328,2182078,1175675,606486
20130831,64787947,15792524,0,2276029,214780,0,101231,475,402436,509347,1018287,394014,897538,0,1357233,49233,144794,162557,0,69134,207829,300502,52522,212428,362964,218471,4918134,325376,762890,280557,202193,262269,27900,61401,6479716,2365296,0,3275221,0,14821601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317890,5060760,5366157,0,0,0,50106,0,0,680,406838,2244849,1014494,0,20183,141122,427198,863078,161541,978879,2465498,1235763,1298553
20130901,80432194,32240283,0,7286776,0,0,0,0,0,966368,89813,348294,30605,0,10719,7314,234351,1524075,0,1419150,1596924,488225,50551,789213,510751,97369,4409754,515471,8741,1350782,2424088,3354220,2661117,2065612,8151295,943027,0,3080411,0,5789905,0,5025601,0,0,4037662,0,0,3017199,0,0,0,0,0,975342,0,0,594398,0,0,2111771,0,201022,79937,51023,4334237,0,0,0,10067,0,10103,887524,1003345,1392510,1596230,404068,1886537,459550,1110897,1038250
